distance_km,hour_of_day,day_of_week,traffic_index,is_rain,eta_minutes
3.09,8,0,0.823,0,10.62
8.82,12,4,0.473,0,24.96
8.85,7,6,0.807,0,32.28
6.18,15,6,0.275,0,16.42
0.56,23,3,0.488,1,2.01
9.13,2,0,0.487,0,27.49
5.56,12,3,0.356,1,14.9
5.97,3,0,0.291,0,14.36
2.25,17,5,0.948,0,11.98
10.57,1,3,0.104,0,22.52
6.46,19,1,0.62,0,19.96
0.6,21,2,0.327,0,1.0
2.62,20,3,0.46,0,7.01
10.87,14,4,0.497,0,29.78
0.5,16,2,0.473,1,1.0
16.27,9,2,0.99,0,79.44
5.68,0,0,0.14,0,13.19
4.99,5,3,0.381,0,11.39
1.58,2,5,0.26,0,1.77
1.43,18,6,0.618,0,1.85
14.24,6,2,0.597,1,45.02
1.77,12,4,0.121,0,4.84
7.47,12,5,0.474,0,20.07
2.5,16,5,0.127,0,4.69
0.75,0,4,0.401,0,3.28
0.5,13,6,0.128,0,1.0
3.93,2,4,0.445,0,11.28
18.6,13,0,0.182,0,42.11
2.3,23,1,0.274,0,4.01
2.21,0,6,0.473,0,6.8
2.11,15,3,0.417,0,5.87
3.68,9,2,0.717,0,12.04
2.91,12,3,0.555,1,8.2
10.6,3,5,0.328,0,24.32
3.52,8,2,0.626,0,12.48
3.54,13,6,0.433,0,9.86
0.74,3,0,0.276,0,1.98
20.3,9,3,0.822,0,80.26
1.44,7,0,0.712,0,5.6
0.5,22,0,0.448,0,1.0
5.44,2,6,0.1,0,15.7
4.52,22,3,0.395,0,12.94
2.68,6,3,0.609,1,9.0
2.74,9,6,0.877,1,14.35
7.69,2,6,0.491,0,22.32
1.09,1,2,0.411,1,5.78
8.58,14,5,0.418,1,26.1
5.23,8,5,0.804,0,22.25
2.71,14,6,0.139,0,5.92
3.06,16,4,0.315,0,7.45
1.48,6,0,0.491,1,3.66
6.97,19,5,0.978,0,34.97
3.6,17,1,0.8,1,12.29
1.93,14,6,0.258,0,4.35
4.53,17,6,0.642,0,11.47
27.29,23,2,0.482,0,75.18
2.86,22,6,0.337,0,7.31
12.67,11,2,0.587,1,40.0
2.12,22,4,0.441,0,7.27
0.5,20,4,0.386,0,1.42
1.14,7,6,0.818,0,3.66
2.71,1,0,0.162,0,5.12
1.24,1,2,0.468,0,2.47
0.5,4,2,0.356,1,4.32
12.33,0,1,0.199,0,27.34
9.29,21,0,0.166,0,21.21
6.78,3,0,0.461,1,18.39
0.92,5,5,0.521,1,3.57
0.64,22,4,0.37,0,1.0
0.5,12,5,0.204,0,1.0
6.44,18,0,0.842,0,26.7
13.21,10,6,0.224,0,29.52
2.82,12,1,0.301,0,7.88
0.63,7,6,0.988,0,3.91
3.59,6,6,0.208,0,8.21
2.14,12,0,0.323,1,5.0
2.35,0,5,0.587,1,6.97
4.86,5,3,0.443,0,14.46
6.34,6,6,0.362,1,16.98
0.59,15,6,0.324,0,3.81
0.5,14,3,0.276,0,1.0
25.86,19,1,0.754,0,92.28
1.32,1,4,0.476,0,3.18
0.5,22,2,0.104,0,1.0
1.05,15,0,0.175,0,2.23
0.5,16,5,0.238,0,3.45
2.49,23,4,0.443,0,7.27
8.11,14,5,0.415,0,21.93
2.09,2,4,0.482,1,5.04
2.94,3,0,0.378,0,7.38
5.63,11,2,0.236,0,13.33
3.56,4,0,0.476,0,9.74
9.88,16,2,0.111,0,21.42
10.05,5,5,0.14,0,22.57
0.5,9,1,1.0,1,3.88
7.53,21,2,0.628,1,25.53
3.09,17,4,0.836,0,12.94
22.48,9,1,0.634,0,74.44
3.3,5,5,0.461,0,9.61
21.67,23,3,0.441,0,57.79
7.02,5,1,0.445,0,16.75
1.43,19,2,0.875,0,8.09
3.87,14,1,0.582,1,11.03
24.23,3,5,0.128,0,53.86
9.74,15,1,0.295,0,25.91
0.51,21,5,0.195,0,1.0
6.13,23,3,0.114,0,11.91
2.12,7,2,0.924,1,10.91
0.5,6,6,0.13,0,1.74
2.58,18,4,0.941,0,11.48
1.34,16,1,0.133,0,3.36
8.54,20,6,0.49,0,25.32
2.06,12,0,0.116,0,5.7
8.79,14,4,0.208,0,22.29
0.5,1,1,0.361,0,1.0
1.84,9,4,0.749,0,8.47
1.38,12,6,0.343,0,6.42
1.33,17,0,1.0,1,7.46
0.5,22,4,0.235,0,3.47
1.04,10,6,0.289,0,2.24
4.05,12,4,0.579,1,12.72
1.72,18,0,0.827,1,7.62
2.7,23,0,0.186,0,6.35
2.36,23,0,0.299,0,4.72
10.43,21,3,0.64,1,32.26
11.79,4,5,0.595,1,38.14
3.4,2,5,0.177,0,8.94
2.0,18,6,0.943,1,6.71
0.56,22,0,0.431,0,2.58
15.33,12,6,0.18,0,34.95
0.5,4,5,0.281,0,1.0
1.77,11,4,0.322,1,4.95
1.77,13,0,0.106,0,2.36
1.93,5,1,0.45,0,4.68
0.9,21,0,0.412,0,1.16
7.64,8,0,0.792,0,30.46
0.65,16,5,0.314,1,1.14
5.04,7,6,0.866,0,20.27
0.66,12,2,0.244,0,1.0
0.5,4,4,0.365,0,2.4
12.01,21,5,0.227,0,28.74
1.05,21,6,0.423,1,2.29
8.61,16,6,0.314,0,21.88
3.93,2,4,0.405,0,6.04
0.5,5,6,0.433,0,1.0
15.56,13,1,0.277,0,39.13
1.42,14,3,0.193,0,2.86
9.82,13,2,0.161,0,20.04
0.92,10,1,0.386,1,5.05
9.62,10,1,0.421,0,23.29
0.5,8,4,0.732,0,1.0
3.58,5,2,0.119,0,6.41
7.34,14,4,0.326,0,17.15
13.65,11,3,0.113,0,31.33
12.0,5,6,0.604,1,37.34
8.56,0,4,0.371,0,25.52
10.95,15,0,0.203,0,22.03
1.11,19,4,0.876,0,6.19
1.67,14,6,0.396,0,3.79
1.71,1,0,0.466,0,4.14
2.37,16,1,0.45,0,5.78
2.5,2,3,0.128,0,4.98
3.93,2,6,0.132,0,9.88
0.87,4,5,0.339,0,1.2
5.88,16,0,0.299,0,14.32
0.92,22,3,0.367,1,3.99
1.86,16,4,0.49,0,2.1
3.5,19,5,0.882,0,17.94
7.96,5,4,0.375,0,22.38
6.73,0,6,0.173,0,15.75
5.19,6,1,0.214,0,12.51
0.85,14,6,0.342,0,2.51
3.96,6,6,0.418,0,9.69
0.5,18,6,0.848,0,3.35
2.37,19,4,0.976,0,11.16
2.67,21,0,0.267,0,4.88
0.5,10,1,0.526,1,3.4
1.6,22,3,0.128,0,2.18
15.58,13,1,0.34,0,40.5
15.36,12,3,0.458,0,42.12
2.17,19,2,0.906,0,10.39
0.5,8,0,0.999,0,1.08
0.99,8,0,0.656,0,1.8
2.49,15,3,0.391,0,7.66
14.76,11,4,0.316,0,38.77
0.76,9,5,0.836,0,4.87
7.21,5,4,0.181,0,16.67
0.58,17,2,0.619,0,1.0
19.88,1,3,0.423,0,50.06
2.4,19,2,0.895,0,13.23
7.46,8,3,0.624,0,23.06
2.1,18,2,0.815,0,10.21
4.94,5,3,0.348,1,13.36
1.07,1,0,0.18,0,1.0
0.79,14,2,0.491,0,1.99
13.91,16,2,0.448,0,38.73
12.48,15,3,0.153,0,24.99
10.92,20,1,0.242,0,24.96
4.91,7,1,0.84,0,18.18
8.26,9,0,0.947,0,40.41
0.5,9,4,0.804,0,1.0
2.04,17,4,0.684,0,7.58
1.88,9,0,0.738,0,5.51
5.05,8,4,0.744,0,17.24
2.2,23,5,0.262,0,4.98
0.8,18,5,0.768,0,3.14
4.54,0,5,0.278,0,10.97
8.42,3,6,0.186,0,16.44
2.41,23,6,0.278,0,7.16
0.71,2,5,0.315,0,4.07
1.1,9,3,0.619,0,3.76
1.36,11,1,0.21,0,2.91
1.78,17,0,0.671,0,7.63
5.15,22,3,0.479,0,15.27
4.59,19,5,1.0,1,22.96
5.95,5,0,0.382,0,14.81
2.25,20,1,0.236,0,5.3
8.69,1,4,0.488,0,21.91
1.14,9,3,0.69,0,4.32
3.17,1,1,0.43,0,10.78
8.07,8,0,0.927,0,33.27
0.99,9,2,0.804,0,1.0
0.58,1,3,0.232,0,2.63
10.76,7,6,0.866,0,48.1
2.1,23,0,0.132,0,7.58
5.76,16,0,0.286,0,13.6
0.5,16,6,0.492,0,2.43
5.86,3,1,0.199,0,15.18
1.9,17,0,0.62,0,3.94
0.5,11,3,0.507,1,1.0
4.71,16,5,0.24,0,10.72
1.38,8,6,0.653,0,3.23
2.45,18,3,0.894,0,11.08
0.5,13,6,0.422,0,1.0
0.8,13,0,0.478,0,5.02
1.77,16,1,0.21,0,5.15
0.5,1,3,0.469,0,1.2
12.09,7,2,0.955,0,53.55
0.5,4,5,0.413,1,2.06
3.31,6,6,0.102,0,7.55
0.66,21,4,0.588,1,1.74
1.84,15,1,0.215,0,3.41
13.02,15,1,0.552,1,38.2
0.88,16,4,0.329,0,4.49
16.88,21,4,0.189,0,40.16
1.15,6,3,0.359,0,2.49
6.77,19,0,0.855,0,28.47
3.96,7,0,0.933,1,18.76
10.79,7,2,0.666,0,34.09
4.04,22,5,0.262,0,8.6
3.82,10,6,0.642,1,14.51
1.09,14,0,0.346,1,1.29
0.91,17,2,0.826,0,2.83
12.41,5,2,0.4,0,32.43
1.99,21,1,0.312,0,4.62
2.33,11,1,0.24,0,4.1
7.13,14,5,0.428,1,18.72
2.07,22,3,0.352,0,2.39
15.19,5,4,0.312,0,38.38
6.7,17,4,1.0,1,33.37
4.55,23,5,0.244,0,8.55
10.64,19,2,0.813,1,40.67
0.5,8,5,0.787,0,1.0
1.49,7,4,1.0,1,5.74
3.13,13,2,0.347,0,5.35
1.29,18,4,0.613,0,7.54
6.81,18,3,0.767,0,25.68
12.58,7,1,0.77,0,46.85
2.76,1,1,0.272,0,5.22
2.09,3,2,0.148,0,5.05
16.29,5,5,0.148,0,36.03
2.94,2,4,0.356,0,8.69
3.36,2,0,0.452,0,8.52
2.17,18,3,0.795,0,7.41
12.01,10,4,0.312,0,28.66
4.21,9,6,1.0,1,20.68
7.18,11,0,0.291,0,17.66
8.35,13,3,0.274,1,21.97
2.09,17,3,0.823,0,10.16
2.84,23,1,0.155,0,5.99
9.43,8,2,0.757,0,38.35
2.26,14,4,0.41,0,6.75
7.9,23,3,0.102,0,17.71
14.15,2,4,0.272,0,35.08
4.88,22,3,0.398,0,14.75
6.77,10,5,0.311,0,18.14
8.18,9,1,0.922,0,35.79
9.32,17,2,0.983,0,44.94
2.51,3,0,0.413,0,4.74
0.5,12,0,0.245,0,2.04
2.57,5,5,0.369,1,8.06
5.6,20,6,0.318,0,15.38
2.99,12,1,0.396,1,8.28
6.91,19,3,0.744,0,25.96
2.21,4,1,0.562,1,4.22
5.04,19,2,0.972,0,23.55
1.03,13,0,0.283,0,1.73
6.92,12,4,0.456,0,21.26
3.94,13,0,0.159,0,9.25
1.14,7,6,0.935,0,5.68
1.73,15,6,0.377,1,2.46
6.9,12,6,0.148,0,13.25
3.29,23,6,0.147,0,6.94
1.22,14,2,0.361,1,4.27
17.1,18,3,1.0,1,84.18
6.28,0,1,0.463,0,19.6
15.75,21,0,0.371,1,39.37
2.79,1,6,0.18,0,7.06
3.22,17,0,0.804,0,11.45
11.41,18,6,0.935,0,53.9
3.72,7,4,0.822,0,17.58
6.14,2,1,0.495,0,18.41
1.45,22,4,0.323,0,2.68
2.96,13,4,0.414,0,6.57
0.66,8,6,0.611,0,1.02
1.15,7,3,0.841,0,3.97
0.5,16,0,0.304,0,1.0
0.5,22,5,0.425,0,3.29
18.92,22,1,0.109,0,40.67
1.39,23,3,0.444,0,4.63
5.44,15,5,0.282,1,11.25
9.13,9,3,0.961,1,42.66
4.0,20,6,0.157,0,9.77
0.83,9,6,0.924,0,3.09
6.51,23,3,0.29,1,16.25
4.58,5,2,0.279,0,10.42
6.57,21,2,0.22,0,16.94
7.34,16,3,0.268,0,17.54
18.53,15,2,0.318,0,44.89
4.26,14,1,0.284,0,10.75
2.09,21,0,0.109,0,4.96
5.23,13,5,0.445,0,15.72
0.5,3,6,0.138,0,1.0
11.38,3,1,0.642,1,35.66
0.64,1,0,0.441,0,2.09
1.99,10,2,0.325,0,4.12
8.46,3,5,0.198,0,19.42
4.55,20,1,0.134,0,10.26
2.5,20,4,0.369,0,5.07
3.21,15,6,0.181,0,7.62
9.64,20,3,0.393,0,24.44
2.08,3,6,0.433,0,3.25
10.19,0,0,0.496,0,28.98
0.5,23,0,0.452,1,1.0
7.5,18,4,0.848,1,29.56
9.4,1,4,0.16,0,20.97
1.0,8,3,1.0,1,5.76
2.81,22,2,0.244,0,5.76
0.9,12,6,0.396,1,3.65
6.13,17,1,0.684,0,19.4
3.83,15,1,0.169,0,7.7
5.04,15,1,0.277,0,14.33
1.09,9,2,0.798,1,3.02
1.19,8,6,0.822,0,4.67
0.5,10,6,0.284,0,1.0
1.94,3,3,0.341,1,7.06
4.1,9,1,0.812,0,14.72
9.76,2,0,0.122,0,23.59
5.5,5,0,0.482,0,17.1
2.86,2,0,0.454,1,8.48
15.3,8,4,1.0,1,77.8
6.35,2,4,0.455,1,20.42
13.31,17,2,0.677,0,44.03
3.75,7,1,0.934,0,17.3
1.5,21,4,0.381,0,3.87
0.5,7,0,0.903,0,1.02
6.47,14,4,0.313,0,15.34
0.65,12,6,0.192,0,1.9
1.8,6,0,0.335,1,7.9
3.8,18,1,1.0,1,17.4
4.16,7,6,0.955,0,19.44
4.59,9,2,0.713,0,15.49
0.91,16,3,0.301,0,3.07
2.39,0,3,0.419,0,7.26
4.8,12,6,0.154,0,8.6
17.5,12,0,0.375,0,45.43
6.5,23,4,0.492,1,15.34
12.79,15,4,0.38,0,34.86
7.18,8,0,0.777,0,24.34
4.48,9,1,0.855,0,17.03
1.07,5,6,0.471,0,3.63
5.49,4,0,0.239,0,11.85
4.88,1,1,0.324,1,12.68
4.61,10,2,0.418,0,15.03
3.36,8,2,0.786,1,14.35
3.76,5,6,0.372,0,8.96
2.04,7,0,0.838,0,7.84
3.66,8,2,0.884,1,13.81
1.1,8,4,0.654,0,5.2
8.18,7,1,0.92,0,37.26
1.03,11,3,0.232,0,1.15
0.5,7,3,0.89,0,2.63
2.87,2,2,0.341,0,4.87
5.37,12,1,0.542,1,16.46
2.88,18,4,0.82,1,13.27
1.62,1,3,0.213,0,4.8
4.08,16,4,0.355,0,10.8
2.13,15,4,0.485,1,7.6
13.51,3,3,0.395,0,34.74
12.8,17,3,0.615,0,37.33
3.49,13,2,0.232,0,10.2
1.99,1,6,0.3,0,6.18
6.68,12,1,0.454,0,18.88
0.5,20,0,0.174,0,1.28
3.22,19,1,1.0,1,17.34
2.05,16,0,0.437,0,6.8
12.66,14,3,0.396,1,32.96
0.5,19,4,0.935,0,4.25
4.02,4,1,0.228,0,10.49
6.75,6,4,0.46,0,17.77
3.32,17,1,1.0,1,20.06
0.5,23,6,0.184,0,1.0
17.96,10,5,0.4,0,44.34
3.65,17,1,0.964,0,15.32
4.76,4,4,0.259,0,13.07
1.35,12,5,0.464,0,5.6
3.3,17,2,0.928,0,13.46
2.8,1,6,0.567,1,7.62
0.5,19,3,0.681,0,1.0
0.56,3,2,0.41,0,2.77
9.08,12,2,0.285,1,20.16
1.37,23,1,0.192,0,4.58
1.08,15,3,0.45,1,3.26
3.52,5,6,0.106,0,6.69
7.32,7,5,0.993,1,35.58
0.5,15,1,0.363,0,1.0
4.3,12,0,0.379,0,10.81
0.63,22,1,0.322,0,1.0
0.5,3,5,0.281,0,4.35
0.5,1,4,0.442,0,2.23
8.98,8,6,0.763,1,34.52
0.63,17,6,0.917,0,3.02
0.5,16,1,0.268,1,1.63
2.88,7,0,0.877,0,11.7
9.29,14,1,0.323,0,24.75
1.52,8,5,0.647,0,5.11
2.74,16,6,0.225,0,5.34
0.5,22,0,0.411,0,1.0
2.98,1,3,0.417,1,6.65
4.31,5,5,0.458,0,11.63
4.23,4,6,0.142,0,9.33
2.02,16,1,0.294,0,3.16
1.9,1,6,0.182,0,1.03
0.56,17,0,0.809,1,5.51
2.28,9,5,0.71,0,7.97
0.52,9,3,0.62,0,1.18
7.27,5,4,0.167,0,16.46
16.95,11,2,0.339,0,40.96
17.55,16,0,0.263,0,43.29
10.02,12,4,0.307,0,23.84
4.59,19,3,0.782,1,16.22
6.03,15,4,0.243,0,13.24
1.68,9,1,0.898,0,6.27
4.98,20,2,0.131,0,9.12
3.04,1,0,0.321,0,8.19
3.29,1,5,0.417,1,9.65
7.09,22,6,0.425,0,17.06
1.66,6,3,0.276,0,3.56
1.91,5,2,0.488,0,5.61
12.93,0,3,0.169,0,28.0
0.5,11,6,0.357,1,2.47
3.32,12,4,0.257,0,10.19
12.2,11,3,0.318,1,30.86
4.71,18,3,0.949,0,21.89
3.95,8,4,0.877,0,15.54
1.44,9,4,0.923,1,4.24
2.1,16,6,0.331,0,4.05
9.55,17,2,0.962,0,46.32
4.1,7,0,0.62,0,11.57
3.62,6,4,0.331,0,10.87
0.52,8,2,0.761,1,1.35
0.5,9,6,0.983,1,1.0
16.58,11,3,0.351,1,42.33
2.37,14,3,0.516,1,5.55
4.62,14,5,0.369,0,13.16
0.5,3,1,0.316,0,1.0
5.75,3,4,0.47,0,12.95
13.48,22,6,0.464,0,36.57
4.29,0,2,0.119,0,6.86
0.67,11,5,0.366,1,2.89
4.36,1,2,0.396,1,12.99
7.27,14,0,0.122,0,14.82
2.61,16,5,0.309,0,8.74
10.59,6,6,0.11,0,21.42
5.23,5,2,0.371,0,12.99
11.48,11,4,0.101,0,22.81
4.88,18,2,0.762,0,15.47
0.7,0,1,0.584,1,2.73
1.85,20,3,0.201,0,6.46
1.13,13,3,0.132,0,1.77
11.97,3,5,0.26,0,28.38
7.14,4,2,0.12,0,13.53
5.64,0,2,0.4,0,13.98
1.79,0,2,0.448,1,2.59
1.02,20,2,0.471,1,5.08
7.06,5,1,0.401,0,16.8
3.21,4,4,0.564,1,9.71
1.28,1,1,0.155,0,5.2
4.79,20,6,0.362,1,12.42
0.5,4,6,0.17,0,1.0
1.97,8,1,0.911,0,9.19
3.16,18,1,0.7,0,8.98
0.8,20,3,0.35,1,1.0
20.88,14,6,0.162,0,46.6
1.17,12,1,0.304,0,3.05
0.7,11,2,0.354,0,2.24
1.14,4,1,0.409,0,1.0
7.33,1,2,0.107,0,13.64
2.77,3,5,0.311,0,6.98
4.17,17,6,0.735,0,14.66
0.5,20,4,0.497,0,2.78
0.5,9,3,0.908,0,2.65
2.95,12,4,0.275,0,8.86
8.48,11,5,0.488,0,25.68
10.82,1,4,0.185,0,25.27
0.5,14,3,0.423,0,1.17
3.86,13,2,0.197,0,9.26
12.22,9,5,0.615,0,39.39
2.45,21,5,0.117,0,7.08
8.85,7,2,0.996,0,43.46
0.72,14,2,0.185,0,2.25
13.7,12,3,0.217,0,29.4
6.96,7,6,0.715,0,23.81
14.18,20,1,0.363,0,36.6
5.64,20,6,0.295,0,14.29
2.26,21,0,0.274,0,6.34
13.92,13,1,0.119,0,28.9
1.61,0,6,0.586,1,5.05
2.02,12,1,0.405,0,4.58
6.03,7,4,0.723,0,24.08
7.25,17,0,0.83,0,26.62
13.25,21,2,0.454,0,39.63
1.15,8,1,0.791,0,5.38
8.0,12,6,0.344,0,16.12
6.71,2,3,0.295,0,15.55
0.5,17,1,1.0,1,2.87
2.45,9,2,0.823,0,9.6
1.66,4,6,0.426,0,2.04
1.82,5,1,0.154,0,2.26
20.36,7,5,0.905,0,89.22
5.15,23,4,0.338,0,10.83
6.32,6,4,0.203,0,15.66
18.78,20,1,0.384,0,48.39
2.37,17,4,0.797,0,9.96
8.09,13,3,0.342,0,18.71
2.85,14,0,0.376,0,5.33
10.18,9,1,0.997,0,52.21
1.0,20,3,0.579,1,2.96
14.75,11,5,0.448,1,37.87
1.23,6,3,0.275,0,1.71
1.97,6,3,0.362,0,5.34
7.06,10,5,0.393,0,16.26
2.5,12,2,0.169,0,1.3
4.69,14,1,0.113,0,7.79
2.94,17,1,0.695,0,11.25
6.78,6,1,0.14,0,12.19
1.3,5,0,0.209,0,4.4
0.5,22,3,0.334,0,1.66
1.78,10,1,0.161,0,2.82
3.22,7,4,0.754,0,13.47
0.92,19,2,0.605,0,1.0
2.19,0,5,0.286,0,4.35
2.55,7,5,0.642,0,8.18
0.5,7,0,0.743,0,1.11
4.38,18,6,1.0,1,21.96
10.79,2,5,0.144,0,24.46
0.82,4,2,0.202,0,1.0
4.55,2,6,0.418,0,14.37
5.46,14,3,0.518,1,14.44
2.72,13,5,0.207,0,5.77
6.04,20,6,0.259,0,14.94
2.64,14,6,0.148,0,5.51
3.51,23,5,0.351,1,6.73
0.5,16,4,0.436,0,1.28
5.88,17,3,0.691,0,18.62
5.41,1,1,0.356,0,16.33
0.5,11,2,0.164,0,3.23
2.3,15,5,0.173,0,5.28
19.32,3,4,0.476,0,53.65
2.73,1,2,0.437,0,8.99
3.49,13,6,0.416,0,11.06
12.04,10,0,0.232,0,28.65
6.32,12,4,0.325,0,17.78
4.36,6,6,0.297,0,11.14
7.99,9,0,0.818,0,31.57
9.99,23,5,0.196,0,23.05
3.05,0,4,0.479,0,7.67
3.22,20,1,0.383,0,9.52
2.44,3,6,0.415,1,6.15
17.01,17,2,0.978,1,82.75
5.97,5,2,0.403,0,15.3
0.5,1,6,0.429,0,2.0
9.94,2,6,0.393,1,26.35
3.28,13,3,0.169,0,8.76
0.5,7,4,0.943,0,1.44
3.99,15,4,0.287,0,8.72
2.7,18,6,0.925,0,13.15
10.51,17,0,0.934,1,50.3
1.14,5,4,0.463,1,2.72
8.76,13,2,0.393,0,23.82
4.08,2,4,0.24,0,8.2
0.5,15,3,0.34,0,1.0
17.85,0,3,0.146,0,39.19
3.59,11,6,0.426,0,10.11
1.72,13,2,0.388,1,4.83
3.17,18,2,0.932,0,14.02
9.75,21,2,0.496,0,25.6
1.82,18,4,0.982,0,6.92
1.07,8,4,0.755,1,5.87
0.69,6,1,0.245,0,1.01
1.77,13,5,0.475,0,4.89
7.57,4,6,0.419,0,20.5
3.19,17,5,0.842,0,16.36
1.29,8,0,0.914,0,5.31
0.91,20,4,0.347,1,3.8
2.02,6,1,0.191,0,3.1
14.06,8,1,0.932,0,63.01
2.1,3,3,0.62,1,7.4
22.17,16,4,0.353,0,57.16
3.32,11,1,0.114,0,7.71
0.99,5,3,0.324,0,2.51
11.09,17,0,0.767,1,40.96
3.08,7,3,0.916,0,15.6
6.18,20,0,0.376,0,18.22
20.59,14,5,0.217,0,47.19
0.5,2,5,0.158,0,1.03
0.51,1,2,0.4,0,1.0
6.37,23,2,0.179,0,13.53
1.66,22,6,0.146,0,4.78
1.02,8,3,0.999,0,4.82
0.5,7,6,0.88,1,2.44
0.5,3,2,0.283,1,1.82
7.45,1,4,0.178,0,11.95
0.72,13,3,0.29,0,1.0
3.15,1,1,0.215,0,7.37
4.66,1,4,0.539,1,14.86
2.8,21,6,0.37,0,9.51
0.5,6,3,0.587,1,1.57
7.65,11,6,0.182,0,14.95
0.5,5,5,0.36,0,2.1
7.18,17,0,0.71,0,24.83
11.19,3,6,0.125,0,27.19
2.84,18,2,0.66,0,11.23
3.83,12,2,0.324,0,7.59
3.24,19,2,0.949,0,14.07
2.46,20,3,0.257,0,8.05
10.92,22,4,0.114,0,23.61
11.22,1,0,0.261,0,27.46
2.05,7,2,0.753,0,7.08
4.77,18,4,1.0,1,26.57
13.08,8,6,0.621,0,41.91
16.36,3,1,0.31,0,41.4
3.56,15,5,0.369,0,6.97
3.01,18,1,0.682,0,8.38
1.63,9,0,0.775,0,9.22
15.96,5,2,0.339,1,38.34
0.77,15,1,0.401,0,2.95
4.34,9,5,0.948,0,21.49
1.66,12,4,0.35,0,4.63
1.64,8,4,0.853,0,8.17
2.6,6,1,0.578,1,5.2
33.6,3,6,0.299,0,83.7
0.5,18,6,0.71,0,1.0
4.32,3,2,0.197,0,11.09
0.5,18,5,0.638,0,5.67
0.84,18,0,0.854,0,5.34
2.9,11,2,0.467,0,8.17
3.57,12,3,0.441,0,9.38
1.5,3,1,0.199,0,3.38
1.9,9,3,1.0,1,7.9
0.5,20,1,0.336,0,1.0
1.81,6,0,0.217,0,1.96
16.99,4,2,0.194,0,37.16
14.48,16,5,0.256,0,35.56
2.04,17,6,0.709,0,8.3
4.23,10,6,0.177,0,10.08
12.02,14,2,0.428,1,32.6
0.5,20,1,0.443,1,1.0
8.32,21,6,0.626,1,26.07
14.82,6,4,0.221,0,34.07
0.5,17,3,0.792,0,1.0
0.88,5,5,0.527,1,1.0
16.19,17,5,0.632,0,53.6
3.86,15,6,0.381,0,10.48
0.5,1,2,0.38,0,1.0
1.49,18,2,0.712,0,7.25
2.99,0,1,0.107,0,7.87
5.9,10,4,0.542,1,17.3
6.61,19,3,0.858,0,25.33
26.93,4,4,0.163,0,62.09
1.69,15,5,0.127,0,6.19
3.86,22,4,0.206,0,10.57
3.81,0,6,0.44,0,12.03
2.6,18,1,0.857,0,10.63
0.93,13,4,0.386,0,2.57
18.96,2,3,0.125,0,43.04
9.6,1,5,0.113,0,20.97
3.45,23,0,0.457,0,8.25
4.62,4,5,0.408,0,10.85
1.29,16,0,0.339,0,4.88
3.92,17,3,0.892,0,20.05
5.94,0,5,0.212,0,14.41
3.62,14,5,0.119,0,11.13
23.17,21,5,0.358,0,56.07
4.73,8,5,0.79,0,16.11
2.32,22,1,0.231,0,4.61
7.4,4,2,0.235,0,14.24
0.93,12,5,0.352,0,2.04
2.43,18,1,0.95,1,13.06
2.13,23,3,0.258,0,1.99
2.83,9,5,0.922,0,14.04
7.61,19,4,0.602,0,21.99
3.31,20,5,0.237,0,6.49
7.9,13,6,0.448,0,21.4
4.3,21,5,0.438,0,11.57
2.09,20,0,0.37,0,6.89
8.3,11,4,0.315,0,20.18
1.36,10,5,0.493,0,4.9
1.27,22,5,0.381,0,4.89
3.51,6,5,0.357,0,9.12
1.51,16,1,0.451,0,7.41
0.5,17,3,0.871,0,1.17
5.22,6,0,0.197,0,10.64
3.58,23,5,0.155,0,6.72
2.95,19,3,0.692,0,13.43
17.05,5,0,0.306,0,43.04
4.23,10,0,0.431,0,13.21
9.95,11,6,0.156,0,23.0
0.75,15,0,0.522,1,2.05
4.21,18,5,0.877,1,18.0
10.12,22,1,0.626,1,30.93
4.37,18,5,0.632,0,17.22
6.33,10,5,0.499,1,17.92
2.33,15,3,0.36,0,4.63
0.5,22,2,0.136,0,1.0
3.06,11,2,0.591,1,12.08
2.51,7,6,1.0,1,14.12
10.09,2,2,0.259,0,24.65
1.4,1,3,0.519,1,1.26
17.02,5,4,0.122,0,37.32
15.87,15,6,0.332,0,39.24
1.42,19,3,0.881,0,5.28
2.14,23,0,0.276,1,7.22
11.3,14,5,0.391,0,27.49
17.0,13,4,0.451,1,44.42
2.93,1,0,0.221,0,4.26
1.94,19,6,0.995,0,8.24
3.73,17,5,0.979,0,16.01
5.82,13,5,0.222,0,14.8
1.6,17,6,0.953,0,6.1
6.67,1,0,0.337,0,17.01
0.5,0,3,0.214,0,1.0
0.5,19,2,0.709,0,3.22
2.44,1,4,0.316,0,7.1
2.18,8,6,0.788,0,8.35
1.9,8,6,0.814,0,9.82
3.38,15,5,0.485,0,8.68
1.93,10,1,0.537,1,5.18
1.07,22,5,0.468,1,3.21
1.85,5,2,0.19,0,5.13
18.43,11,5,0.261,0,40.83
2.65,2,1,0.296,0,8.16
2.94,11,6,0.151,0,5.55
4.3,22,3,0.203,0,10.76
20.47,0,5,0.494,0,57.03
1.38,8,4,0.642,0,6.51
5.72,19,3,0.688,0,21.03
6.29,21,1,0.19,0,15.77
4.67,5,0,0.479,1,13.79
0.5,10,5,0.193,0,1.0
5.65,2,6,0.177,0,10.09
0.5,3,6,0.138,0,1.17
4.53,9,3,0.961,0,23.16
6.73,18,5,0.807,0,27.3
1.18,5,4,0.164,0,1.52
