trip_amount,trip_distance_km,payment_method,num_trips_last_hour,avg_trip_amount,distance_from_usual_area_km,time_since_last_trip_min,is_fraud
125367,3.49,1,0,63425,9.2,150.35,0
51006,10.56,1,1,53830,5.1,321.57,0
831532,0.93,2,13,615138,40.93,3.31,1
40183,3.09,0,0,75993,8.87,437.91,0
71494,4.29,1,0,41287,5.74,122.99,0
111780,5.47,0,2,61991,0.45,216.76,0
178836,0.5,0,1,64666,0.63,423.58,0
53905,5.27,2,0,88094,1.63,231.53,0
636647,1.84,1,10,334207,35.58,0.34,1
171172,18.63,0,0,85622,2.14,234.38,0
109023,2.22,1,2,39247,0.76,297.35,0
142910,3.29,0,1,111345,3.96,409.48,0
79148,0.5,0,1,28978,8.9,111.85,0
170193,10.28,0,0,92582,7.36,458.93,0
98209,1.42,0,2,73218,5.61,375.66,0
182042,1.83,0,1,45095,7.84,136.82,0
89090,4.85,0,0,114680,3.27,469.52,0
164615,0.5,0,1,67775,9.25,452.52,0
25302,23.44,0,0,83413,5.13,358.69,0
141322,3.54,0,2,111000,5.18,272.5,0
41183,8.99,0,2,127948,3.52,442.96,0
180967,11.88,1,0,41664,5.65,217.95,0
193459,0.5,1,1,71171,9.33,210.09,0
74433,2.79,2,2,30238,1.09,187.39,0
119093,11.02,0,1,28545,4.29,397.55,0
88955,5.9,0,0,89675,6.11,83.15,0
128390,6.72,0,1,97214,3.22,41.82,0
80572,4.01,2,0,41265,7.48,154.32,0
166543,18.68,2,2,39610,1.31,453.68,0
20803,0.54,1,0,105530,6.87,225.14,0
152142,10.21,0,1,128478,4.3,154.52,0
17559,5.66,0,1,148345,0.1,35.34,0
193135,3.97,0,2,56909,9.89,321.75,0
22501,5.53,1,1,138812,3.4,261.02,0
162075,7.66,2,2,115365,4.82,382.15,0
144427,1.02,2,0,23582,0.75,200.82,0
174239,1.25,1,1,57963,6.06,359.13,0
38768,1.4,1,0,77980,0.28,95.08,0
80651,2.13,0,1,64177,4.96,342.96,0
30913,4.17,1,1,137669,3.29,129.98,0
68372,12.1,1,0,140225,1.88,393.79,0
127729,1.47,2,1,64518,2.83,309.6,0
194432,4.03,0,0,71887,8.11,221.09,0
62037,18.8,0,1,120996,9.99,70.75,0
78028,5.65,0,2,40573,1.97,125.09,0
512409,1.18,0,7,657112,14.18,4.09,1
20670,0.5,1,1,116752,6.83,186.94,0
142366,1.96,1,2,88460,3.63,118.58,0
38362,1.94,1,2,43840,4.47,196.66,0
177507,5.6,1,2,131788,9.66,452.65,0
91738,0.94,2,0,74201,3.94,33.9,0
176723,3.4,1,2,100156,7.41,71.05,0
150923,2.55,2,0,147924,8.49,253.69,0
159096,0.76,1,1,143257,5.97,358.42,0
84520,10.97,0,0,34214,6.01,144.96,0
165385,4.85,2,1,117282,5.06,385.0,0
118767,5.6,0,2,120002,9.44,113.72,0
46268,2.51,0,0,128361,9.04,446.9,0
872149,1.71,2,9,590668,29.58,2.88,1
90296,13.03,0,1,122231,8.17,121.93,0
181097,0.5,1,0,85612,6.18,267.04,0
453643,1.75,2,8,772139,12.92,4.27,1
24500,5.56,2,2,120067,7.17,403.0,0
160200,9.07,1,1,92769,9.42,262.15,0
19727,7.76,1,1,25413,2.95,87.84,0
33344,19.7,0,2,42893,4.7,453.0,0
77355,7.1,1,0,36159,4.7,421.94,0
131761,0.67,1,2,34692,9.63,15.83,0
94156,0.87,1,2,72847,8.31,44.23,0
88557,15.2,0,0,36446,0.73,229.43,0
94174,0.5,2,2,77072,3.42,277.52,0
38490,2.37,1,0,139567,2.27,273.59,0
144353,2.82,0,0,73244,8.73,299.37,0
933001,1.92,0,6,385761,23.86,3.33,1
95477,6.55,2,1,31122,2.45,450.69,0
194424,8.94,0,1,137348,0.05,197.14,0
186643,15.66,1,0,124743,7.29,23.61,0
157173,17.07,0,0,78767,3.56,275.88,0
659025,0.36,1,6,737089,48.84,3.81,1
141813,14.56,1,2,141139,6.15,119.47,0
166646,3.32,1,0,75142,0.1,254.91,0
60932,8.96,2,2,35845,6.33,431.42,0
99135,7.75,1,0,96941,6.67,305.08,0
68131,1.27,0,2,63001,0.01,356.45,0
22025,4.23,1,0,64388,8.9,318.0,0
59459,17.74,1,2,138436,6.14,164.79,0
62431,3.74,1,1,106898,9.69,94.01,0
141673,3.7,0,1,113187,7.91,190.82,0
78396,4.93,2,0,112836,2.06,334.03,0
54956,13.22,2,1,101435,6.22,211.47,0
17393,2.45,0,0,144937,0.24,224.18,0
89017,0.5,0,1,51257,2.91,348.86,0
365948,0.73,0,7,721724,30.69,4.11,1
131059,16.13,2,2,107890,0.23,404.49,0
181049,1.51,1,2,39040,3.5,397.91,0
121160,6.81,0,1,52150,7.67,81.63,0
23849,2.42,0,2,59879,7.46,217.35,0
95607,0.5,2,0,68857,0.11,152.18,0
232350,0.28,0,10,488138,41.86,2.37,1
172138,2.66,0,0,27140,1.56,191.7,0
136502,1.32,0,0,68372,8.9,282.18,0
64183,17.43,0,2,43917,0.48,265.91,0
144732,23.44,0,0,31738,9.63,345.92,0
168809,1.62,1,1,53643,8.64,79.0,0
25565,16.02,2,2,50111,8.23,461.21,0
148472,12.63,0,1,38151,0.0,46.52,0
162084,14.87,1,0,37039,0.48,311.55,0
81855,6.67,0,2,113486,8.38,477.76,0
190985,3.35,0,0,149449,4.96,454.7,0
968707,0.22,2,13,794466,11.92,3.0,1
63673,0.5,0,1,85512,7.8,214.7,0
87767,1.21,2,0,41182,6.55,250.73,0
391437,1.28,1,14,702071,17.99,4.0,1
169006,0.6,2,2,39908,8.0,374.37,0
164306,0.5,1,2,106728,1.0,247.16,0
194683,7.83,1,1,35236,7.98,141.24,0
28766,2.49,0,1,94700,0.27,440.5,0
26588,2.52,0,0,49448,4.61,114.41,0
95477,1.59,0,0,144282,7.88,123.84,0
183849,9.16,0,0,85023,0.2,452.05,0
113703,8.5,0,1,126191,5.71,141.65,0
187722,3.52,0,0,142755,9.58,370.56,0
43733,4.43,0,2,61646,7.03,210.42,0
151386,1.41,1,1,21563,8.85,342.92,0
74661,0.78,1,1,147360,1.17,479.93,0
140281,2.02,0,2,42729,4.24,361.3,0
94233,7.49,0,2,76175,5.99,240.66,0
71206,11.16,2,0,76393,0.76,330.53,0
173244,2.7,1,1,38155,0.88,235.93,0
87090,11.38,0,1,82067,3.64,375.45,0
57229,1.74,1,2,118497,8.0,27.49,0
42955,2.4,1,1,72409,5.23,199.51,0
47774,1.91,1,1,35206,4.0,53.52,0
111642,1.38,0,1,94919,8.13,146.7,0
25002,2.56,0,0,142543,0.87,407.08,0
28984,2.06,0,2,30213,5.28,73.24,0
453505,1.12,1,13,706704,29.48,0.03,1
144659,3.76,0,1,141650,5.71,479.87,0
142489,5.31,0,1,98362,1.99,391.29,0
181411,6.7,2,1,85246,8.99,217.85,0
210367,1.02,0,11,557573,41.23,0.17,1
55332,3.54,0,2,95525,9.44,285.17,0
163092,2.26,1,0,82688,1.85,381.27,0
42293,1.52,1,0,95511,2.57,228.84,0
139615,2.74,0,1,47732,1.59,139.35,0
144284,1.8,0,0,86786,9.73,367.14,0
50768,3.98,1,1,31418,0.63,408.38,0
25135,0.5,1,2,76516,4.63,126.02,0
49726,3.21,0,2,40854,4.67,118.43,0
161803,6.73,1,0,47518,4.01,170.76,0
169372,1.64,2,0,90512,6.55,42.48,0
63461,10.26,2,0,130567,8.14,458.06,0
111146,1.0,2,1,81667,1.18,365.79,0
25429,7.81,1,0,112827,1.34,39.04,0
50871,6.76,2,1,70679,2.49,456.16,0
119860,2.51,1,0,20071,9.88,242.64,0
58062,0.5,1,0,124073,8.46,137.57,0
24423,0.5,1,1,136463,0.79,446.44,0
179555,4.0,1,2,60313,8.44,410.49,0
57997,13.18,1,1,148202,9.5,171.24,0
158683,2.94,1,0,29021,6.17,349.16,0
93146,7.18,1,0,44457,6.84,119.65,0
145567,0.86,0,2,109246,5.81,467.67,0
80915,8.03,1,1,107960,2.85,89.21,0
126497,1.53,0,0,141525,0.45,153.35,0
136466,0.66,0,2,125358,0.82,411.35,0
37870,3.18,0,0,45181,8.93,431.62,0
178520,3.51,0,0,52441,4.65,347.14,0
80289,4.47,0,1,33304,0.04,53.22,0
160645,3.19,1,1,56196,6.27,220.61,0
117199,2.74,0,1,86623,5.01,172.31,0
48873,5.08,2,0,51732,0.99,154.25,0
80727,6.47,0,2,111682,6.49,138.04,0
30776,2.64,0,0,138649,8.57,309.8,0
65220,8.66,1,1,45262,9.51,71.53,0
53319,2.27,0,2,146358,7.88,378.82,0
65654,11.33,2,1,142372,0.96,157.25,0
163574,1.06,0,0,62938,3.78,180.13,0
29808,4.39,1,2,90641,6.98,398.78,0
131923,12.58,1,0,113955,6.11,226.26,0
80435,1.23,0,0,128992,5.16,279.39,0
104497,21.17,2,0,48583,8.71,245.98,0
54371,8.21,0,2,103567,8.98,207.13,0
191404,2.6,2,1,121135,0.17,316.34,0
137773,3.37,0,0,66108,2.1,38.64,0
52346,0.5,0,2,128573,4.68,363.73,0
105729,2.97,2,2,103788,1.56,327.6,0
43736,23.17,0,0,87050,3.59,135.54,0
183260,24.86,0,0,41243,4.3,135.25,0
102123,0.9,1,1,144234,3.96,121.15,0
547520,0.4,0,5,540187,40.11,2.23,1
42909,0.77,0,1,109392,3.68,281.88,0
107105,4.14,0,0,25178,5.77,269.75,0
51365,12.1,1,0,43487,7.95,438.59,0
146553,0.5,1,2,110725,9.03,479.91,0
93783,2.11,0,1,77778,7.71,281.98,0
119408,25.95,2,0,141618,2.21,313.47,0
129362,3.92,0,1,83329,8.56,291.8,0
190388,3.45,1,2,60928,7.28,58.29,0
187710,0.5,1,1,149380,9.54,211.47,0
84536,2.28,1,0,41680,8.16,215.42,0
180724,2.99,2,2,61106,2.72,38.58,0
198886,3.48,0,0,135246,0.19,383.82,0
177774,11.4,2,2,132756,3.57,75.49,0
24403,11.89,0,2,100929,1.23,291.15,0
75522,2.74,0,2,41025,4.29,76.24,0
35287,0.5,0,0,88322,6.5,263.24,0
141535,10.11,2,2,105912,4.45,22.17,0
79668,4.2,0,1,65120,5.75,286.85,0
49880,0.95,1,2,141501,5.71,273.69,0
53337,4.74,1,2,52727,4.82,21.01,0
275047,0.37,0,7,675507,47.16,0.08,1
801166,1.91,0,7,779843,12.54,3.05,1
140975,0.5,0,1,39245,9.92,250.07,0
19022,0.5,1,1,95845,4.3,109.16,0
196523,5.86,2,0,27949,7.97,268.37,0
22539,0.51,0,2,27325,7.86,90.5,0
196329,12.23,1,1,42770,3.73,269.57,0
64744,0.79,2,2,36427,2.08,59.57,0
180070,4.0,2,0,20522,5.0,78.99,0
177829,7.45,1,2,96777,3.74,208.85,0
104555,9.75,0,1,100277,4.71,392.24,0
153959,10.89,1,0,140487,9.3,219.79,0
137949,4.05,1,0,22984,5.92,207.75,0
167054,1.36,0,2,29998,6.15,172.42,0
117871,1.14,0,1,72975,6.47,223.39,0
77265,2.97,0,0,65106,0.09,406.51,0
92240,4.96,2,0,89846,7.52,289.03,0
40783,9.89,2,0,51206,4.85,298.75,0
68089,3.5,1,2,91843,6.8,29.97,0
193968,6.04,0,0,133447,3.99,216.69,0
94417,5.86,0,1,93579,0.02,328.92,0
146998,0.63,0,2,116377,5.7,117.5,0
72502,8.44,0,1,104284,4.27,90.16,0
148113,2.81,0,0,130463,6.62,20.89,0
103212,0.5,0,1,37238,3.69,93.91,0
160935,4.21,0,1,37597,5.44,70.18,0
88858,11.88,0,0,136424,2.56,441.26,0
193416,7.12,0,2,127901,6.67,114.33,0
49076,0.64,2,1,38211,1.77,353.53,0
108512,8.04,0,0,36366,7.79,370.8,0
45396,0.5,1,1,128526,1.35,239.49,0
63690,4.28,0,2,145949,3.15,315.11,0
111066,0.61,1,0,88416,2.69,118.15,0
47414,4.61,0,0,82384,5.82,334.14,0
35027,0.83,0,2,43208,4.05,360.77,0
171758,11.21,0,0,24186,5.88,151.83,0
82624,5.28,1,0,56003,2.09,376.92,0
146628,2.89,0,2,144008,2.85,471.97,0
103710,11.89,1,2,107988,4.51,435.24,0
153037,0.95,1,2,35100,3.89,137.97,0
63438,10.53,0,1,26588,2.08,362.12,0
33311,0.6,2,2,116784,0.39,92.34,0
111652,7.4,0,1,63162,7.34,237.62,0
132438,0.77,0,2,147396,0.1,440.27,0
190554,0.83,0,0,83088,5.21,20.82,0
158043,9.89,0,2,63435,4.79,337.14,0
176783,2.97,0,0,50528,8.74,460.3,0
150035,1.47,0,2,117203,6.94,184.41,0
199038,5.37,0,2,79995,0.21,329.1,0
152027,9.89,0,0,113125,1.0,63.79,0
135859,2.69,0,2,97483,7.22,185.9,0
73599,1.68,0,1,142509,2.29,361.42,0
60683,1.62,2,0,22531,1.29,11.81,0
66629,5.74,2,0,102435,3.66,132.02,0
20007,6.14,0,1,76721,9.43,204.87,0
58343,12.23,2,1,121967,3.88,316.82,0
67803,0.5,0,2,109528,6.36,116.79,0
30835,0.74,1,1,68887,2.69,204.81,0
17145,4.45,0,1,68143,7.76,217.4,0
108011,1.74,2,2,23715,3.77,120.27,0
48503,2.99,1,1,148860,8.48,358.95,0
58025,13.09,1,0,117309,7.39,230.2,0
582420,1.42,2,13,428842,12.28,4.23,1
42455,5.22,0,0,92494,2.45,110.87,0
24232,8.15,0,0,140177,2.77,246.59,0
167650,0.64,0,1,38885,3.03,459.84,0
65072,5.2,0,1,133165,7.66,53.57,0
108361,8.91,1,0,113593,3.38,476.95,0
169203,1.16,1,1,62150,5.51,27.88,0
108750,0.72,0,2,44148,8.28,128.8,0
180194,0.5,1,0,101794,0.75,75.63,0
137796,6.53,2,1,76435,2.96,297.24,0
129033,2.67,0,2,56821,9.68,425.83,0
154968,3.46,0,2,128871,8.81,40.53,0
55491,0.52,1,2,149261,7.91,303.74,0
46790,0.62,0,2,88971,2.13,411.03,0
170465,5.6,1,1,31529,8.3,237.03,0
181523,2.66,2,1,37552,9.59,223.83,0
44700,9.17,0,2,123251,6.38,465.26,0
113262,7.73,0,0,142170,0.97,393.83,0
46349,7.7,1,1,34100,9.55,147.34,0
20618,9.85,1,2,41880,0.01,451.86,0
107539,9.4,1,0,137285,7.08,327.71,0
126256,3.92,1,2,84741,4.95,429.52,0
101784,1.69,2,1,146235,4.28,303.88,0
159580,4.14,0,0,71364,8.73,249.49,0
57731,1.35,1,0,44178,3.55,119.46,0
185278,1.07,0,0,35002,1.32,145.49,0
119186,3.53,1,1,89345,1.94,96.88,0
113499,4.88,2,1,98921,2.56,320.54,0
903414,0.23,2,10,721751,39.46,0.19,1
54793,8.21,1,2,98720,2.28,423.11,0
67391,4.39,0,2,114556,1.03,416.07,0
117250,19.07,1,1,96768,1.63,20.97,0
152252,0.93,0,1,118375,1.62,316.74,0
41046,1.87,1,1,96401,9.4,304.94,0
111684,0.5,2,0,146720,3.5,310.17,0
20582,3.46,2,0,107443,4.61,340.41,0
48909,0.5,0,2,119903,8.14,289.66,0
907774,0.5,1,13,324186,11.0,0.62,1
66115,1.44,2,1,49480,1.53,341.72,0
67335,7.04,1,1,83684,7.96,57.27,0
394837,0.54,2,10,689416,34.36,2.23,1
83677,2.05,0,0,32363,9.57,445.02,0
170635,13.37,1,0,108853,2.66,45.05,0
98985,0.5,0,2,101065,1.6,372.56,0
173356,10.41,0,2,124143,6.32,452.88,0
16653,2.01,0,1,145261,1.5,451.26,0
164569,0.5,0,2,81538,8.05,164.33,0
20371,11.53,0,1,24209,4.73,329.87,0
175863,2.8,2,1,116545,9.72,318.5,0
191052,2.85,0,1,31616,1.74,215.94,0
178964,5.84,0,2,54245,7.59,220.32,0
179814,3.16,1,0,102039,2.38,422.45,0
117392,7.5,0,2,46620,3.53,197.46,0
190152,4.19,1,1,140158,4.57,475.2,0
37294,1.91,0,2,33444,2.8,51.71,0
35722,5.09,0,2,98900,7.47,89.06,0
66029,0.5,1,2,125803,3.56,103.13,0
116068,3.39,2,0,90009,4.13,122.46,0
46095,2.08,2,0,26051,5.55,78.73,0
177509,2.57,0,0,106006,5.97,454.77,0
63198,5.61,1,0,149088,6.21,31.53,0
772314,0.79,1,7,720481,32.92,3.13,1
67934,0.5,1,2,125078,5.54,262.09,0
40628,10.4,0,2,42908,5.57,61.17,0
152445,9.57,0,2,138533,5.74,82.28,0
24447,12.57,0,2,94098,9.36,342.31,0
159048,6.18,0,2,110087,1.8,374.53,0
187887,10.77,2,2,78667,5.78,269.27,0
57760,1.95,1,1,59233,9.94,113.41,0
165505,0.81,0,0,96028,9.54,80.14,0
184873,5.94,2,1,71283,7.84,305.07,0
74822,2.17,2,1,138435,2.97,104.24,0
159126,1.6,0,0,47167,7.87,93.02,0
33429,4.49,0,0,142578,9.89,220.02,0
175168,0.78,0,1,84753,8.51,172.17,0
101052,4.49,0,1,31993,2.4,136.8,0
60843,10.34,1,1,108144,4.69,348.22,0
112375,5.83,0,2,30668,6.78,466.89,0
62620,3.57,2,1,125442,0.74,281.27,0
162574,3.33,2,0,68081,9.48,352.45,0
74531,1.92,0,0,107568,3.44,149.45,0
28525,7.12,1,0,97819,5.14,89.96,0
21485,13.66,0,1,60904,6.19,92.07,0
63112,3.22,0,1,61625,2.2,255.75,0
113441,10.74,2,1,147069,2.88,245.3,0
132478,0.5,0,0,97626,3.53,255.52,0
108639,1.05,1,2,134522,7.33,436.67,0
144241,0.5,1,2,55430,8.09,381.11,0
141007,3.83,1,2,114570,7.48,176.24,0
121214,2.0,2,0,61148,8.81,289.01,0
141149,9.24,2,1,35099,0.19,350.95,0
174436,5.73,2,2,101398,2.38,422.76,0
22455,4.83,1,0,68422,7.15,262.71,0
169077,0.67,0,2,35427,6.12,47.68,0
80860,1.63,0,1,84478,9.59,457.15,0
71527,6.46,2,2,73611,3.11,176.54,0
174679,1.13,0,2,55118,2.87,423.87,0
127273,6.01,0,1,35909,9.71,121.22,0
25836,11.55,0,0,99244,7.27,387.44,0
50265,10.2,1,0,36621,6.5,23.81,0
188066,0.5,1,2,125154,5.46,375.32,0
91312,10.64,0,1,22224,1.8,130.47,0
65471,1.72,2,0,130021,8.2,267.15,0
51610,2.86,1,2,52450,5.56,139.02,0
117981,3.78,0,1,99795,3.71,350.96,0
839177,1.07,2,9,597790,25.47,1.54,1
39833,4.96,1,1,61413,0.38,405.37,0
59264,9.0,0,2,98230,9.77,128.45,0
106676,5.95,0,1,81107,6.57,459.74,0
54826,1.36,0,0,108226,7.78,136.48,0
199900,12.56,1,0,62861,7.68,163.8,0
90729,5.93,2,0,72232,1.54,447.58,0
96502,0.73,0,1,117012,9.8,253.91,0
55552,6.54,1,1,27840,8.9,193.46,0
162227,0.5,0,0,144175,6.77,123.01,0
101057,4.9,2,2,68094,6.5,125.81,0
134958,12.93,2,1,141300,4.52,452.98,0
47226,4.28,1,0,60969,6.51,120.66,0
38924,1.83,0,2,124099,5.44,408.53,0
118750,22.24,1,2,38584,2.02,120.97,0
47927,8.27,0,2,117776,5.29,477.04,0
110320,1.42,1,1,91592,7.74,226.38,0
199853,0.5,0,0,99867,1.08,281.71,0
96726,16.92,1,0,128220,5.98,424.01,0
812177,1.37,2,5,578441,39.47,4.93,1
132346,5.64,0,1,112063,2.99,330.94,0
62896,20.42,2,0,32024,3.61,188.36,0
189028,1.4,0,0,146265,7.26,175.85,0
58247,13.02,1,0,86488,3.14,386.59,0
187541,2.73,0,0,127987,2.04,159.37,0
18381,1.34,0,1,25461,1.61,412.93,0
196001,0.5,1,1,38384,6.61,301.92,0
65587,4.6,0,0,104910,2.73,134.24,0
159602,5.94,0,1,60681,4.91,93.24,0
101269,5.18,0,1,119059,8.44,422.35,0
83538,4.65,0,1,122389,8.47,476.63,0
192230,4.85,0,2,109190,9.7,271.62,0
189239,3.6,1,1,98642,6.35,129.37,0
126741,1.2,2,1,100504,7.27,130.58,0
188766,4.65,2,1,138624,8.71,468.04,0
160899,10.93,0,0,137510,7.36,234.09,0
82218,0.5,1,0,104618,6.63,395.19,0
180760,20.21,1,0,68359,2.45,374.49,0
81365,18.01,0,0,41022,5.0,166.68,0
190043,1.55,2,0,104590,7.99,329.26,0
110446,2.76,1,1,71686,2.62,373.37,0
151668,4.16,0,0,77018,1.59,380.17,0
132848,9.34,2,1,78056,5.0,455.14,0
150708,0.5,0,0,71772,8.66,265.46,0
48401,1.29,0,0,128159,7.85,103.49,0
179508,5.4,1,2,33400,1.35,100.02,0
167136,0.5,1,0,84479,2.52,309.69,0
131727,11.16,1,1,62690,9.29,398.79,0
54192,10.87,0,1,120618,8.81,120.93,0
121008,0.52,0,1,50236,8.61,407.2,0
95675,2.68,0,2,78391,2.48,470.33,0
18328,3.57,0,1,121236,6.16,476.31,0
185787,5.23,2,1,73133,4.55,420.95,0
157296,3.91,0,1,60238,6.82,14.2,0
317081,1.22,0,10,544022,17.53,3.56,1
126579,0.69,2,2,81072,3.24,451.73,0
750461,0.51,0,9,309114,44.13,2.35,1
96325,7.76,0,0,64496,1.22,136.79,0
168416,0.5,0,1,102371,8.48,427.21,0
51885,0.5,0,0,106496,7.07,196.81,0
43024,9.52,0,2,77322,9.33,142.99,0
33581,2.24,1,1,43268,8.04,86.37,0
33399,2.61,0,0,56353,3.79,420.62,0
105022,14.43,0,1,63405,5.32,261.36,0
151203,11.37,0,1,82010,5.33,132.28,0
179723,2.48,0,1,141135,0.99,263.81,0
120062,8.01,1,0,23350,5.02,450.33,0
106800,3.02,0,1,46138,1.25,47.79,0
86633,2.81,0,1,21516,3.24,268.29,0
70625,0.5,0,2,101718,9.61,297.43,0
21204,7.89,1,0,50524,1.96,68.3,0
150213,8.24,0,1,149252,2.78,328.53,0
28101,7.23,1,2,45635,2.02,365.82,0
155245,16.77,2,0,78693,5.74,362.15,0
147045,0.5,1,1,59981,8.63,90.73,0
197686,17.04,1,2,54474,7.73,309.55,0
18696,9.78,0,0,144303,8.19,284.35,0
59927,0.63,1,2,134268,1.58,122.67,0
30221,0.5,0,0,21008,7.66,16.86,0
187581,0.5,1,0,66985,1.31,460.92,0
110087,0.62,0,2,105507,3.56,387.39,0
191803,8.56,1,1,81690,1.25,340.47,0
43740,2.31,1,1,147979,9.66,161.36,0
76046,4.86,1,2,113043,2.94,230.82,0
133197,2.5,1,2,99159,2.75,289.57,0
65952,4.24,1,0,71321,9.35,32.39,0
185541,1.63,2,1,42079,8.34,255.73,0
96176,11.43,1,2,112305,4.61,213.72,0
128553,4.82,0,2,24789,2.76,186.03,0
79933,3.13,0,0,140589,3.0,281.17,0
53637,1.62,1,1,69880,2.1,142.42,0
162663,1.76,0,1,91742,5.87,109.25,0
161692,5.95,0,2,72669,1.19,389.4,0
165851,2.64,0,2,67452,1.27,115.88,0
76070,4.16,0,0,147779,1.71,104.76,0
308228,0.31,0,12,767590,22.45,0.48,1
74021,1.9,0,2,134516,6.89,293.91,0
81811,2.63,2,0,45310,0.41,239.02,0
380253,0.37,1,8,368909,41.36,1.81,1
576216,0.54,2,12,749071,18.76,4.69,1
19912,14.09,0,1,70723,8.74,66.91,0
689071,1.41,0,6,712800,44.28,0.31,1
62223,4.75,2,2,51428,9.09,320.55,0
172617,0.5,1,0,123122,2.17,89.9,0
587507,1.67,1,5,561290,31.62,0.2,1
63614,0.5,1,1,35440,7.72,153.69,0
82092,0.69,2,2,82948,4.58,343.0,0
193092,0.5,1,1,142640,0.36,32.53,0
125389,0.79,0,0,142194,5.88,391.17,0
144377,5.07,1,2,148678,2.86,326.52,0
194640,0.5,1,1,48775,6.62,136.47,0
137022,5.04,0,0,124448,5.06,327.36,0
88992,7.49,0,0,97040,3.07,345.28,0
85857,3.06,1,2,120238,4.24,196.9,0
35726,5.09,2,1,104279,4.83,106.38,0
33679,2.18,0,1,50988,2.22,436.87,0
84908,6.88,1,0,32081,5.01,388.57,0
92562,21.69,0,2,83505,9.63,268.97,0
136533,2.08,1,1,70281,7.52,52.57,0
100239,4.7,1,2,73693,8.25,135.07,0
149424,17.8,2,0,95343,0.12,259.37,0
33555,0.5,2,2,119957,5.73,218.71,0
73417,1.64,0,0,114445,3.04,333.78,0
182189,0.88,0,2,82019,7.1,459.13,0
23104,4.69,1,0,89113,5.58,286.83,0
136636,0.98,1,0,95706,7.88,138.08,0
117514,1.88,1,2,118530,1.63,137.11,0
26168,2.84,0,2,134497,9.53,452.41,0
39355,0.5,1,0,88471,4.9,210.66,0
68113,1.76,2,0,132215,1.61,240.15,0
33878,1.28,0,1,141414,6.7,83.48,0
83426,2.81,0,1,45863,8.43,190.66,0
139004,31.14,2,1,80563,8.37,197.31,0
150655,30.85,0,1,62904,4.67,441.24,0
82878,1.01,0,2,38355,7.27,375.33,0
178214,6.3,2,0,54344,7.9,132.12,0
176784,11.11,1,1,73498,2.19,338.83,0
41539,3.67,0,2,87593,9.9,144.21,0
139660,6.73,0,0,86771,2.06,57.92,0
64484,2.68,1,2,62761,1.3,396.76,0
124859,4.57,2,2,143836,8.0,203.41,0
84573,3.09,0,2,26805,8.94,11.02,0
120146,1.8,2,0,119394,4.51,143.36,0
131181,0.79,0,1,139740,5.77,380.27,0
42915,1.72,2,0,120269,0.7,96.83,0
108021,10.64,1,0,36360,4.36,277.07,0
45392,11.59,2,0,132985,6.78,324.63,0
48385,9.88,0,1,59135,8.89,331.65,0
152817,1.73,2,1,51207,3.33,13.92,0
184053,11.21,1,2,142460,5.39,234.01,0
96632,0.87,0,1,84964,0.68,172.05,0
154917,9.76,0,0,77782,1.61,273.34,0
121507,1.61,2,2,52575,1.35,89.31,0
177212,5.3,0,2,87973,6.49,77.26,0
264311,1.72,1,9,632345,47.7,3.56,1
169673,0.5,0,2,65815,3.48,178.7,0
185801,1.71,1,2,63879,5.49,31.81,0
61226,4.95,0,0,55170,7.46,451.6,0
68496,4.59,0,1,114820,6.38,337.39,0
123546,10.9,2,1,134647,0.07,468.46,0
163094,5.24,0,1,97767,1.66,20.96,0
711019,0.67,1,11,710611,35.41,3.29,1
74373,7.61,0,0,116921,9.35,251.7,0
75128,15.88,1,0,95052,8.99,201.81,0
175714,5.26,0,1,60178,2.1,149.82,0
152826,3.14,1,1,76483,2.19,38.74,0
135380,8.27,1,1,72972,1.84,103.18,0
49475,3.05,0,1,74195,5.17,298.03,0
111940,0.82,2,0,98413,7.53,55.48,0
16705,0.5,1,0,89165,8.17,121.53,0
53355,2.53,0,0,25511,9.95,68.59,0
163363,6.19,1,1,32085,5.45,311.39,0
136180,5.94,1,2,20407,0.1,384.84,0
405486,0.25,2,6,589866,44.5,2.98,1
171003,2.88,0,0,70958,6.43,353.96,0
96732,5.41,0,1,80959,7.21,154.64,0
66824,16.09,0,0,22580,6.85,254.06,0
170150,1.71,2,0,72850,7.29,247.9,0
71043,4.11,1,2,107875,9.09,311.32,0
173334,9.32,2,2,53221,5.86,438.93,0
137691,1.5,0,1,103658,6.53,192.45,0
131815,1.5,0,0,30421,8.38,400.1,0
29753,10.69,0,1,89607,4.42,34.67,0
103321,16.31,0,1,146696,4.1,372.18,0
84071,5.77,0,0,143909,3.77,64.49,0
186526,5.17,0,1,126125,5.65,318.33,0
676377,1.04,1,8,373996,38.43,4.11,1
126558,7.6,0,0,22374,9.33,299.74,0
91240,16.83,1,1,95165,2.88,335.7,0
207188,1.81,0,11,650033,46.47,1.87,1
169343,1.73,2,2,47391,9.81,146.0,0
935040,1.17,1,10,640053,43.73,3.18,1
44547,3.53,0,1,70610,8.34,385.85,0
52821,0.96,1,2,35779,9.86,460.9,0
148931,10.65,0,1,46916,5.21,160.66,0
167258,0.55,2,1,61532,3.7,121.21,0
82817,3.65,0,0,132111,1.12,138.08,0
82757,7.11,1,2,141191,7.32,464.81,0
46059,10.57,1,1,149070,3.93,473.39,0
136619,0.5,0,1,131307,5.71,250.44,0
37254,5.67,0,0,145566,1.71,407.46,0
145112,8.25,1,0,87649,2.41,404.68,0
