distance_km,driver_rating,acceptance_rate,avg_response_time_sec,completed_trips,eta_minutes,price_estimate,match_score
3.11,3.97,0.828,68.1,535,6.07,40804,0.6615
5.87,3.66,0.687,86.1,1555,11.46,66171,0.5737
7.65,4.31,0.581,61.2,1085,19.6,94577,0.6371
4.53,3.59,0.555,76.0,508,9.77,57267,0.6037
1.63,3.43,0.62,51.6,155,2.03,22273,0.5245
2.72,3.68,0.652,39.3,699,4.32,37082,0.5797
3.64,4.88,0.733,112.7,181,7.87,40431,0.5958
4.5,3.24,0.923,13.0,1330,11.46,39516,0.6193
1.07,4.08,0.811,87.2,856,6.51,14554,0.6788
1.04,4.3,0.552,113.5,208,3.62,15230,0.5355
1.86,3.66,0.895,66.0,883,5.57,26823,0.6398
4.04,4.71,0.507,30.4,327,11.72,48103,0.7071
9.47,4.38,0.651,33.8,1716,24.08,82655,0.6368
4.26,3.35,0.764,12.4,453,9.73,41908,0.5656
2.92,3.55,0.866,14.3,373,10.31,41379,0.569
1.14,4.01,0.555,74.2,866,4.14,11416,0.604
0.87,3.67,0.56,20.9,659,1.61,12480,0.5624
1.29,4.72,0.974,116.2,1184,5.78,14245,0.8409
4.72,4.02,0.909,107.4,1650,11.25,51278,0.6145
0.52,3.18,0.557,59.8,1588,1.0,7519,0.5677
7.6,3.9,0.817,50.1,1542,18.93,106558,0.5303
0.32,4.93,0.973,110.2,289,1.0,4268,0.8505
0.4,3.95,0.879,99.6,1976,1.0,3987,0.742
1.27,4.48,0.594,72.1,492,7.37,17657,0.7346
3.96,4.6,0.975,77.7,424,11.08,43358,0.7247
5.23,3.05,0.991,80.3,1239,14.4,47097,0.5471
0.88,3.95,0.819,26.5,512,3.49,7919,0.692
2.89,3.34,0.872,82.1,1205,7.99,42587,0.5806
1.11,4.17,0.643,63.8,1201,2.57,15364,0.6819
7.15,3.62,0.869,43.1,1863,15.24,64642,0.5723
0.2,4.03,0.655,61.4,697,1.0,2344,0.6756
5.09,3.26,0.524,72.6,1582,10.24,43463,0.3835
2.56,3.31,0.854,52.3,1606,6.13,24521,0.6634
2.74,3.99,0.724,46.3,1090,10.35,25162,0.6785
1.52,4.66,0.527,47.6,1189,2.9,22188,0.7363
1.88,4.77,0.555,75.7,1794,5.79,16194,0.7719
6.13,4.81,0.622,85.8,1949,14.79,68338,0.6163
1.5,3.22,0.591,52.5,645,3.9,17087,0.5255
2.62,3.44,0.92,118.2,1010,7.77,24236,0.5356
9.32,3.11,0.687,112.4,1092,19.61,103946,0.3071
0.2,3.51,0.541,51.3,813,1.0,1843,0.5347
0.56,4.38,0.744,91.8,770,1.0,6115,0.7838
1.5,3.69,0.583,70.1,1727,1.0,14797,0.6261
0.58,4.69,0.568,87.5,1667,2.3,4794,0.8393
0.2,3.28,0.761,42.5,1224,1.0,2213,0.6769
1.03,4.42,0.61,92.1,1037,2.75,9910,0.716
3.18,3.96,0.617,32.9,510,6.39,25797,0.5475
3.31,3.09,0.772,18.6,1668,7.0,47064,0.6815
3.0,3.95,0.995,5.4,1752,6.33,43484,0.7464
0.2,3.06,0.993,14.8,1037,1.0,2124,0.6781
7.91,3.99,0.998,86.7,1604,18.98,118269,0.6362
5.29,4.34,0.532,83.4,463,13.17,48790,0.5039
1.32,3.0,0.941,54.8,1201,1.0,15836,0.5899
15.0,3.71,0.778,55.0,1392,35.1,133006,0.4209
2.28,4.13,0.948,77.4,40,5.82,26168,0.4388
1.89,4.91,0.942,85.1,431,3.92,27204,0.7546
12.99,3.79,0.831,59.2,1114,29.4,123301,0.2877
1.12,3.91,0.554,86.4,1079,1.0,11698,0.6376
7.34,4.29,0.977,6.4,1596,16.89,73725,0.7045
0.74,4.66,0.871,107.5,1278,1.05,7216,0.7922
5.29,3.29,0.799,10.0,946,14.91,69551,0.5621
5.39,3.74,0.796,55.4,534,11.55,80616,0.5779
1.47,4.58,0.866,17.6,765,5.19,18395,0.7712
2.46,3.68,0.802,9.1,831,9.56,34338,0.6266
3.3,3.91,0.657,106.6,1329,11.48,37358,0.6037
2.29,4.02,0.808,97.4,1120,8.3,21182,0.6696
0.2,3.67,0.994,76.0,722,3.91,1835,0.6622
6.5,4.57,0.791,44.3,1715,14.22,88386,0.6787
3.32,3.64,0.619,66.3,62,8.5,46156,0.5192
1.07,4.37,0.81,107.4,38,6.84,12939,0.5734
6.52,3.75,0.985,29.7,1683,15.53,70078,0.586
2.67,4.74,0.924,96.3,293,4.96,22721,0.6133
4.25,3.65,0.612,28.9,1240,10.62,49087,0.6314
2.19,3.32,0.772,102.0,303,6.42,18303,0.3772
3.61,3.85,0.62,108.8,385,9.16,46997,0.4954
0.57,4.98,0.817,67.3,234,2.19,5786,0.7666
4.06,4.74,0.69,102.1,1141,4.79,33898,0.6132
1.44,3.46,0.649,89.2,1382,3.56,20495,0.4855
0.21,3.92,0.637,118.0,1238,1.05,1741,0.6278
1.01,4.89,0.661,24.7,1559,1.0,11458,0.8297
5.54,4.29,0.908,57.6,1796,14.82,55152,0.63
1.86,4.21,0.92,32.4,376,6.79,24200,0.6194
5.49,4.05,0.94,79.3,824,13.14,80361,0.6211
6.69,3.12,0.547,61.0,431,14.32,83821,0.3938
5.08,3.41,0.574,65.2,1071,14.08,66496,0.46
0.21,3.36,0.583,39.9,610,1.75,2907,0.6443
3.39,4.81,0.758,85.5,1773,9.86,29491,0.7177
2.43,4.64,0.623,62.4,1185,8.08,23402,0.7366
6.45,3.85,0.882,10.6,633,13.23,95186,0.601
0.33,4.92,0.953,109.2,571,1.0,3223,0.8349
1.71,4.95,0.906,29.2,1032,9.39,21540,0.8742
0.34,3.47,0.703,95.7,1771,1.0,3620,0.5945
1.01,3.42,0.728,104.6,710,2.88,10028,0.5832
7.25,3.26,0.52,48.3,1942,20.7,90198,0.5287
8.46,3.44,0.551,110.4,1685,20.07,72959,0.3943
1.21,4.32,0.818,98.5,535,4.27,17861,0.7167
5.83,4.37,0.567,92.9,1081,15.17,77593,0.5619
2.42,3.18,0.823,94.7,1940,9.32,32497,0.4825
4.1,3.8,0.646,55.4,457,9.37,34543,0.5669
0.2,4.82,0.957,49.0,1445,1.96,2575,0.9018
2.93,4.19,0.758,56.6,1289,8.42,30314,0.6874
2.71,3.97,0.725,87.4,1634,6.24,40279,0.5992
0.2,3.24,0.599,33.1,1492,1.0,1608,0.5898
1.51,3.12,0.971,64.0,1755,1.0,14475,0.5108
6.36,3.27,0.922,58.6,901,16.09,83840,0.582
6.41,3.93,0.685,58.4,179,18.04,94638,0.5138
0.2,3.62,0.787,75.5,426,1.0,2366,0.6081
1.09,4.87,0.751,119.2,336,1.0,10375,0.7201
4.26,3.8,0.969,114.2,1288,10.74,48848,0.5863
5.21,3.59,0.953,109.2,1586,13.35,68346,0.5162
7.51,4.24,0.566,21.9,1776,16.87,68998,0.7001
6.26,4.4,0.958,72.7,1469,14.01,51797,0.707
0.61,4.73,0.599,65.1,449,1.0,8441,0.6842
1.69,4.58,0.96,105.5,746,2.21,15541,0.7093
3.08,4.51,0.956,85.7,217,5.82,35558,0.6997
2.51,3.38,0.585,104.8,1447,6.61,33041,0.4546
5.63,3.52,0.834,22.6,1075,12.66,77642,0.6043
2.55,3.39,0.643,97.7,1037,7.7,36285,0.5277
0.75,3.65,0.585,111.5,1102,3.66,8011,0.5073
5.32,4.68,0.841,66.2,231,11.51,49696,0.5638
1.49,3.98,0.846,85.3,333,3.78,21920,0.6561
7.58,4.2,0.663,105.3,634,17.32,76075,0.4777
4.87,4.43,0.803,47.2,1024,13.12,42992,0.7697
0.2,3.94,0.634,46.2,1365,2.67,1759,0.6629
0.51,3.29,0.845,87.5,1766,1.28,6565,0.524
3.9,3.65,0.882,85.1,615,8.02,33820,0.5148
6.32,4.12,0.697,51.3,1043,14.97,84409,0.6141
2.24,4.19,0.638,29.8,1178,4.54,22884,0.7179
3.6,3.46,0.575,55.3,44,6.64,49520,0.4837
3.85,4.5,0.989,35.3,110,8.63,41467,0.6378
1.91,3.35,0.847,70.3,1422,2.86,23079,0.6166
1.8,3.09,0.644,60.2,1204,6.28,16957,0.4948
5.21,3.16,0.61,48.7,1047,16.4,67183,0.6178
5.96,3.56,0.886,114.4,426,15.21,58038,0.4413
0.59,4.79,0.857,47.5,1151,2.23,7182,0.7849
1.65,4.45,0.669,51.8,1054,3.68,23540,0.8406
12.38,3.36,0.884,99.8,666,31.26,104097,0.4512
0.2,3.59,0.777,89.5,1443,1.0,2827,0.5943
4.96,3.2,0.837,111.4,441,12.19,69258,0.4147
1.11,4.67,0.502,64.1,798,1.7,15757,0.7667
0.54,3.71,0.552,115.7,1856,1.0,5875,0.5588
1.41,3.38,0.947,9.8,633,3.8,18392,0.6327
0.4,4.78,0.612,29.4,147,5.25,3222,0.7142
2.01,3.88,0.58,14.6,1554,4.9,18525,0.7501
5.16,4.97,0.582,20.0,1623,12.81,44304,0.8804
0.57,3.79,0.941,113.8,143,1.0,8172,0.545
0.31,4.29,0.959,81.4,410,1.0,4572,0.6995
1.92,3.22,0.7,17.1,951,7.28,23196,0.6832
1.82,4.63,0.84,66.2,745,6.79,14828,0.7949
0.88,4.59,0.909,115.0,1932,1.0,7809,0.7179
1.77,4.18,0.994,73.7,869,5.19,22928,0.7857
3.69,3.17,0.87,70.8,1413,10.37,36418,0.6213
3.06,3.32,0.972,50.6,1638,6.37,39517,0.6726
0.2,4.51,0.825,86.7,815,1.0,1821,0.7908
4.66,3.46,0.516,92.7,1720,9.65,55992,0.4848
6.8,4.09,0.823,7.4,424,15.06,101525,0.6749
5.08,3.3,0.779,66.9,1459,13.83,55575,0.5611
5.4,3.68,0.793,119.2,58,18.63,62645,0.3984
0.2,4.48,0.522,55.6,649,1.0,2364,0.6497
1.87,3.45,0.625,14.1,1920,3.18,20210,0.648
8.76,3.87,0.696,117.6,1506,20.94,95776,0.4887
0.2,4.47,0.966,54.2,1659,1.73,1667,0.7996
6.35,4.82,0.752,34.2,471,11.57,83544,0.7237
0.2,4.94,0.574,39.0,919,2.54,2828,0.9632
8.54,3.59,0.826,37.4,735,22.47,79719,0.5807
0.2,3.44,0.6,95.3,27,1.0,2922,0.4793
1.24,4.65,0.936,20.2,625,1.0,14993,0.8338
3.61,3.12,0.863,29.0,1100,13.04,29775,0.6197
2.18,4.38,0.608,85.3,1427,7.37,26437,0.684
0.7,4.63,0.827,103.3,1592,1.52,8014,0.7551
3.61,3.93,0.928,28.7,340,11.18,53311,0.6156
3.91,4.77,0.835,110.7,1274,7.87,48822,0.7737
3.39,3.49,0.683,35.4,836,11.14,36834,0.4722
2.43,4.56,0.979,70.1,1725,4.89,32941,0.7225
12.62,4.45,0.504,54.3,1955,32.2,127651,0.4922
7.53,4.58,0.538,101.0,1107,17.48,104779,0.5281
2.65,3.61,0.648,98.4,901,4.66,39036,0.5659
0.75,3.32,0.677,110.9,508,3.86,6955,0.4443
1.8,4.81,0.817,57.9,197,2.0,17525,0.7087
0.3,3.62,0.688,63.7,1754,1.0,3309,0.6519
4.58,3.08,0.873,37.7,927,13.94,47646,0.4275
0.57,3.63,0.63,98.8,1969,2.82,6966,0.6677
5.5,4.25,0.574,83.4,719,10.39,57690,0.548
2.21,3.41,0.811,85.5,541,7.3,25415,0.5863
2.83,3.2,0.605,14.5,930,8.47,30520,0.6264
2.42,3.61,0.67,102.2,1714,3.59,25403,0.4829
0.84,4.17,0.549,100.7,1771,1.0,11717,0.6383
4.27,3.19,0.944,81.8,1258,10.99,47494,0.5925
4.42,3.66,0.568,10.1,1494,9.18,46028,0.5228
7.83,4.23,0.906,99.6,611,15.42,115878,0.4801
0.48,3.43,0.582,92.6,1205,1.0,6631,0.5192
7.35,3.42,0.737,16.4,946,17.33,67956,0.5316
1.5,4.08,0.732,66.4,1309,5.28,16409,0.6879
3.12,4.5,0.786,7.8,794,8.06,41669,0.8767
2.57,3.14,0.544,89.9,653,2.2,22441,0.4669
2.51,4.46,0.785,91.1,1594,5.45,22891,0.7016
3.03,3.15,0.52,9.1,667,7.67,30553,0.5267
4.03,4.57,0.99,107.4,1205,11.87,52604,0.7469
3.77,3.68,0.868,96.9,618,7.9,53296,0.5474
1.93,4.11,0.877,119.6,623,5.52,25625,0.5823
0.34,3.76,0.617,13.0,1660,1.62,3689,0.7165
1.73,3.6,0.871,104.7,1282,2.78,19454,0.6387
3.73,4.65,0.54,109.4,1312,7.88,44006,0.7045
7.29,4.32,0.629,61.3,30,18.88,65442,0.5096
1.91,3.44,0.522,40.4,1878,2.53,26943,0.5962
1.22,4.06,0.658,46.2,811,1.81,16372,0.6618
3.11,3.13,0.554,61.7,1946,9.84,36977,0.4639
0.45,4.14,0.58,29.9,1587,1.73,4304,0.7192
1.83,4.58,0.746,98.4,1731,4.96,25108,0.7427
0.79,4.41,0.614,18.5,1940,1.0,9814,0.7282
0.81,4.15,0.566,11.7,396,3.13,9196,0.6438
1.72,4.66,0.549,57.7,1361,2.66,22351,0.8617
2.19,3.62,0.651,25.3,1270,3.23,18720,0.7271
6.03,3.95,0.527,56.3,225,15.43,88748,0.4342
1.93,3.57,0.694,64.6,303,4.31,17829,0.6183
5.17,3.79,0.717,99.3,176,12.52,65048,0.4991
7.92,4.03,0.63,113.8,817,17.63,114320,0.5319
5.02,3.75,0.702,32.9,1553,15.82,69254,0.6348
3.34,3.15,0.541,75.0,1180,9.58,46596,0.4555
3.27,3.34,0.56,39.3,1924,7.63,30214,0.5137
7.91,4.69,0.826,60.3,1676,23.45,106658,0.707
4.14,3.49,0.585,117.5,1275,9.72,45909,0.4881
0.59,3.37,0.598,13.2,1728,3.7,8065,0.6025
3.16,4.01,0.877,99.6,1586,8.2,44900,0.6642
1.49,4.02,0.662,30.1,1177,4.23,13810,0.669
0.3,4.84,0.745,34.8,199,1.0,2603,0.8517
4.5,4.14,0.985,68.4,1368,10.35,44469,0.6037
2.23,4.74,0.752,43.0,1614,5.57,27082,0.7641
0.92,3.26,0.697,47.6,1615,1.0,10076,0.5397
0.43,3.12,0.71,65.0,1159,1.0,5403,0.5459
0.41,3.39,0.782,52.7,1870,2.41,4264,0.6797
14.74,4.74,0.852,83.6,0,36.98,198944,0.4069
4.68,4.25,0.83,61.9,54,12.79,65991,0.493
4.15,3.85,0.828,118.7,693,10.08,56785,0.5959
0.95,3.48,0.664,17.5,752,4.42,10148,0.621
2.53,4.24,0.991,95.7,1720,5.57,21817,0.734
5.53,3.29,0.659,78.3,936,15.64,47217,0.5031
0.39,4.17,0.725,104.2,1921,1.0,4697,0.7612
2.09,3.89,0.526,34.8,1807,5.21,30481,0.6273
0.2,3.39,0.992,48.3,1885,1.0,1786,0.7068
0.2,3.14,0.806,115.3,1274,2.22,1909,0.563
0.25,3.87,0.693,61.8,33,1.0,2645,0.5926
4.73,4.93,0.91,92.8,66,15.68,53787,0.5735
0.6,3.27,0.527,28.6,1270,2.73,5383,0.6826
0.35,3.03,0.917,14.1,1808,1.88,3064,0.7464
1.17,4.18,0.612,70.1,485,1.0,12942,0.7048
0.22,3.59,0.888,75.3,379,1.0,3150,0.6745
2.94,3.38,0.71,98.6,923,8.41,28441,0.4873
1.05,4.08,0.903,22.0,808,2.17,11775,0.7532
1.16,3.58,0.54,82.0,1202,2.23,13633,0.625
4.63,3.75,0.657,42.5,1417,10.24,52541,0.591
0.29,4.84,0.748,96.6,828,1.0,3220,0.7874
0.27,3.21,0.734,8.8,1018,1.0,3939,0.6433
2.25,4.96,0.673,62.5,1328,9.63,20552,0.8646
2.75,4.04,0.655,72.1,246,9.05,38642,0.5143
0.79,3.69,0.678,8.4,1905,4.48,6602,0.7733
5.36,3.85,0.565,81.3,15,8.54,55421,0.4555
8.38,3.38,0.798,15.6,1187,20.95,73267,0.4933
9.04,3.1,0.542,43.4,1002,17.54,99089,0.4195
15.0,3.58,0.9,35.9,381,39.36,223544,0.3671
1.65,4.38,0.852,18.7,1383,5.2,16201,0.8807
4.72,3.28,0.655,110.2,500,14.28,45919,0.3779
0.89,3.06,0.559,73.4,169,1.0,8570,0.4829
1.98,3.36,0.869,7.4,1937,5.88,21078,0.7072
3.48,4.92,0.978,96.7,1745,6.47,30158,0.8556
1.33,4.62,0.842,40.8,29,3.76,13757,0.7014
0.2,3.35,0.583,16.4,1887,1.0,2149,0.572
1.71,3.84,0.602,62.4,1794,5.39,24774,0.6123
2.76,3.55,0.738,94.3,1809,4.36,39643,0.5667
2.34,3.79,0.856,113.0,1634,7.12,18938,0.6016
8.41,3.45,0.712,101.8,1842,19.7,84770,0.5327
5.72,4.02,0.908,71.9,1029,13.12,82079,0.6464
1.61,4.99,0.53,32.4,1447,3.41,14140,0.8602
0.2,4.22,0.799,24.9,302,1.0,2562,0.7881
1.39,3.73,0.999,89.3,378,1.99,12465,0.6231
3.96,4.06,0.676,94.2,794,13.25,46399,0.6158
3.26,3.25,0.692,11.3,1276,10.56,28977,0.5936
7.49,3.57,0.504,19.9,886,17.04,75300,0.5683
0.85,4.92,0.938,13.5,1620,1.0,7316,0.8772
0.2,3.93,0.596,42.6,1297,3.06,2475,0.76
6.44,3.49,0.773,64.0,705,13.96,71341,0.5111
5.8,3.87,0.808,31.6,932,12.38,53570,0.6211
1.33,4.9,0.651,38.4,1101,4.42,13276,0.8806
10.61,4.08,0.816,75.4,659,25.79,148980,0.4535
0.2,3.34,0.61,33.3,1414,1.0,2365,0.7381
3.89,4.25,0.696,71.7,1119,9.13,51235,0.7377
15.0,4.77,0.69,6.1,1652,35.17,176202,0.5607
5.83,4.36,0.871,10.0,831,14.66,50809,0.6828
12.94,4.7,0.521,53.1,306,33.13,186498,0.4497
1.77,4.23,0.677,96.4,1291,4.26,22578,0.6446
1.31,3.9,0.773,13.9,1659,3.22,18759,0.8181
5.48,4.12,0.648,55.2,316,16.85,44990,0.5352
1.99,4.31,0.613,9.8,26,5.91,16160,0.6815
0.32,4.82,0.808,106.9,1323,2.52,4455,0.7656
1.13,4.25,0.859,47.6,1840,1.0,15460,0.8072
0.72,3.81,0.871,44.3,276,5.83,7099,0.6447
1.45,4.2,0.919,76.0,1225,2.7,12517,0.7284
1.85,4.01,0.96,30.9,1681,4.25,25373,0.6924
4.83,3.59,0.562,113.7,1564,10.72,44653,0.4231
3.9,3.11,0.51,86.9,974,11.2,39777,0.3666
7.81,3.51,0.573,10.0,1371,19.3,70446,0.5504
2.41,4.87,0.651,94.5,679,5.04,31551,0.6405
1.27,3.87,0.892,100.4,1605,6.49,16841,0.6406
1.72,4.14,0.961,66.8,223,5.72,25691,0.6497
1.88,3.99,0.532,93.0,1383,7.69,26775,0.6901
4.38,4.34,0.539,30.3,141,12.2,56448,0.5788
0.26,3.85,0.506,62.7,787,1.0,2126,0.6652
2.98,4.08,0.763,19.9,953,9.68,37873,0.8106
1.49,4.12,0.641,115.2,1491,2.84,21733,0.635
1.45,3.35,0.812,7.2,1165,6.52,12086,0.7383
6.3,4.18,0.849,21.4,1185,17.6,80356,0.6653
3.09,3.38,0.656,47.9,1497,8.21,37009,0.594
3.83,3.74,0.946,65.5,1513,8.01,40843,0.6914
1.3,3.73,0.984,73.6,7,1.24,19200,0.5493
1.75,4.96,0.737,14.1,1115,4.24,24450,0.9352
1.82,4.24,0.94,19.7,42,2.93,22371,0.8067
0.97,3.03,0.653,49.2,269,5.19,8733,0.5092
7.92,4.89,0.675,45.8,1351,18.34,65581,0.7463
6.0,3.92,0.558,84.5,1468,14.16,78238,0.5426
0.21,3.1,0.723,77.5,602,1.0,3050,0.54
3.79,3.58,0.598,112.7,1045,10.53,46984,0.5527
6.43,4.08,0.555,93.9,1483,16.34,86259,0.5313
2.28,4.56,0.553,86.3,720,7.08,27078,0.681
1.71,4.02,0.906,12.8,1532,3.38,17401,0.7656
0.2,4.22,0.945,53.0,472,1.94,2359,0.8294
3.9,4.35,0.979,71.7,1695,9.09,48290,0.7023
2.67,3.67,0.646,69.3,1150,4.62,23480,0.6586
9.7,3.58,0.936,12.0,177,21.46,106460,0.5716
1.56,3.7,0.739,59.8,1160,1.0,23295,0.6736
3.57,4.95,0.913,108.0,328,6.64,36921,0.7248
1.46,3.81,0.831,104.0,1854,4.39,18115,0.6945
6.37,3.09,0.833,100.8,380,16.73,83222,0.2963
0.61,4.77,0.719,13.0,168,1.0,8057,0.841
0.82,3.96,0.506,75.0,1092,1.0,8536,0.7194
4.71,3.35,0.943,47.1,269,12.15,45885,0.5584
3.77,3.39,0.633,31.4,931,4.31,42458,0.6032
1.53,3.95,0.731,118.3,1877,3.32,12745,0.6703
2.62,4.16,0.991,74.1,1717,5.34,29435,0.7067
0.29,3.96,0.883,41.6,873,1.0,2422,0.7222
1.84,3.68,0.538,58.8,851,5.82,18207,0.6123
5.67,3.24,0.998,59.8,1581,13.6,52878,0.4796
0.61,4.7,0.991,59.9,125,1.0,7105,0.8174
7.94,4.54,0.832,86.8,639,19.74,68072,0.6343
4.71,3.82,0.875,67.3,1809,9.19,56456,0.596
4.22,4.6,0.712,48.2,164,9.36,46663,0.6677
9.18,4.12,0.907,67.8,306,23.09,79485,0.6065
11.92,3.64,0.614,100.5,1286,30.18,137266,0.3213
8.26,3.19,0.656,36.2,70,21.24,117565,0.3786
1.3,3.07,0.857,88.8,103,3.43,15129,0.4745
0.2,3.6,0.529,7.7,97,3.7,1828,0.6201
2.23,4.46,0.523,59.1,691,8.59,27634,0.6101
1.55,4.52,0.979,95.6,222,4.63,23280,0.6724
0.83,3.83,0.538,20.8,1869,2.78,6750,0.6755
0.2,3.44,0.863,119.7,785,2.51,2870,0.6874
2.28,3.44,0.544,47.3,1071,1.98,25468,0.5021
1.44,4.2,0.636,110.4,925,1.2,19854,0.7342
1.26,3.11,0.767,55.6,85,6.92,10173,0.4976
0.59,4.95,0.868,75.8,1207,2.5,7334,0.8455
5.84,3.76,0.678,116.2,398,14.0,47893,0.4591
11.98,4.02,0.702,87.9,257,31.11,174580,0.3616
7.73,4.26,0.528,6.2,1267,20.91,74854,0.6915
0.78,3.46,0.926,28.5,1998,1.0,10784,0.7757
0.7,3.39,0.829,38.6,1919,1.0,6405,0.7044
4.82,3.37,0.547,74.8,1706,13.58,59014,0.5798
1.68,4.96,0.584,107.8,275,5.06,19703,0.6857
6.51,4.04,0.636,31.0,1634,16.82,76259,0.5807
0.96,4.57,0.51,65.2,1510,2.17,7694,0.7976
4.54,3.8,0.631,111.7,1097,7.92,67416,0.6061
0.43,3.22,0.964,61.8,1298,1.0,4567,0.6191
1.02,4.14,0.689,75.3,153,1.96,12363,0.6264
6.84,5.0,0.744,69.4,843,15.5,91980,0.6176
2.9,4.69,0.943,10.5,975,5.75,40410,0.8848
1.25,4.34,0.664,87.7,529,1.0,11695,0.558
2.08,3.54,0.896,10.4,921,4.49,19377,0.6346
7.46,4.46,0.549,46.4,395,15.82,90958,0.5441
7.06,3.95,0.599,65.0,152,18.71,100322,0.479
1.16,3.92,0.541,87.7,1470,1.33,13807,0.5733
4.76,3.01,0.864,60.3,1240,6.41,58861,0.5142
3.74,3.1,0.529,86.0,1798,13.75,41009,0.4835
1.2,3.54,0.703,112.6,632,4.27,13105,0.5597
0.2,4.26,0.936,23.4,991,1.0,2088,0.9216
1.35,3.94,0.779,90.2,1609,3.2,13441,0.6581
0.2,3.61,0.789,92.1,509,1.0,1819,0.4851
4.55,4.85,0.548,76.1,1360,10.59,62121,0.7568
2.96,3.98,0.645,50.0,510,3.61,40810,0.6509
10.42,3.04,0.581,102.7,1261,21.16,123613,0.3181
0.23,4.4,0.748,31.7,1995,1.0,2895,0.7879
1.12,4.3,0.874,37.5,1822,1.05,14629,0.808
0.87,5.0,0.619,99.7,118,2.98,10595,0.7357
1.43,4.8,0.92,40.9,623,3.41,16423,0.912
7.72,4.52,0.642,47.4,140,15.44,64913,0.5972
1.65,3.55,0.729,114.6,892,1.0,22482,0.5471
0.88,3.98,0.51,77.0,429,1.0,10351,0.5223
0.26,4.29,0.575,50.1,1485,1.0,3504,0.7575
2.12,3.94,0.935,72.3,583,2.94,20242,0.6808
6.6,4.41,0.715,73.6,908,18.24,59223,0.6132
4.03,3.28,0.517,90.0,149,7.29,55108,0.3853
2.34,3.35,0.78,109.4,693,7.61,21624,0.5195
2.7,4.99,0.633,28.5,850,5.69,25187,0.7994
2.48,4.25,0.838,84.4,1153,4.19,29988,0.7565
1.87,3.27,0.642,93.0,890,3.57,21780,0.4869
6.26,3.86,0.851,26.5,241,15.57,59435,0.5303
1.85,4.99,0.764,37.1,30,2.35,15030,0.7799
12.16,3.19,0.55,10.0,997,30.06,159285,0.4237
1.57,4.23,0.624,113.6,863,5.2,19588,0.6438
0.35,4.56,0.908,95.7,392,1.0,3524,0.7135
0.68,4.94,0.781,52.9,373,1.0,6176,0.6961
3.11,3.7,0.762,67.7,417,4.25,41583,0.6454
0.2,3.56,0.549,107.3,284,1.35,2204,0.5767
6.67,3.71,0.825,33.6,1817,12.49,63027,0.6346
0.2,3.79,0.829,91.4,1028,1.0,2970,0.6555
2.13,3.92,0.892,101.4,678,5.59,21478,0.4788
0.56,3.3,0.707,43.8,118,1.0,8121,0.5045
3.12,3.67,0.906,61.4,0,9.61,46063,0.5939
0.6,3.71,0.754,75.3,619,3.06,6479,0.7173
9.07,4.95,0.84,38.0,1558,19.18,79311,0.7905
1.26,4.6,0.654,77.7,199,5.17,13978,0.7166
2.03,3.92,0.504,41.4,1700,4.23,23699,0.5823
0.26,4.96,0.629,29.3,206,1.0,3756,0.8536
9.72,4.06,0.544,18.0,984,23.0,108705,0.5177
1.84,3.72,0.648,102.6,999,5.68,20406,0.5646
0.49,3.1,0.505,32.8,1739,1.95,3992,0.5293
0.36,4.5,0.787,31.6,1134,1.0,3871,0.8981
1.45,4.7,0.57,38.5,324,1.0,21592,0.7379
0.54,3.9,0.522,87.6,1295,1.0,7219,0.6629
2.81,4.97,0.783,114.3,911,6.85,27022,0.7199
3.15,4.34,0.837,45.1,647,8.69,46090,0.7137
0.34,4.32,0.732,104.0,1384,5.29,3641,0.7487
0.2,3.32,0.627,106.6,1768,1.0,2650,0.5862
4.1,3.11,0.751,78.2,736,11.0,41302,0.4485
2.56,3.73,0.804,112.8,520,7.82,30494,0.4965
1.95,4.34,0.654,17.8,534,1.0,28701,0.7353
6.49,3.42,0.555,90.6,1966,15.49,72616,0.5484
0.94,4.88,0.933,25.5,1294,4.88,13867,0.8572
2.67,3.02,0.722,52.0,1777,5.32,24974,0.59
1.13,3.78,0.956,86.1,592,3.74,10545,0.6191
1.7,3.55,0.94,54.4,1307,1.24,19745,0.6295
0.37,4.2,0.664,20.5,277,4.18,4936,0.7757
3.98,4.85,0.596,116.4,724,10.7,52438,0.721
0.2,3.63,0.614,28.1,1588,1.0,2945,0.7556
1.42,3.77,0.864,74.4,1071,3.82,13352,0.5732
6.47,4.79,0.644,45.2,440,16.89,88233,0.7379
5.72,4.73,0.862,16.2,1436,16.05,73057,0.8068
0.46,3.25,0.849,61.6,1216,1.0,5069,0.6425
1.91,4.43,0.794,26.2,1454,5.78,26124,0.8002
0.45,4.03,0.806,85.4,1766,1.0,5330,0.727
0.34,4.86,0.996,19.3,865,1.82,4772,0.9957
5.68,3.64,0.776,115.0,1595,13.78,67051,0.5076
0.58,4.31,0.718,62.9,187,1.0,8466,0.6423
0.2,4.88,0.622,39.7,7,1.0,1772,0.7858
1.46,3.9,0.967,20.7,696,5.82,13389,0.8082
0.5,4.38,0.928,69.2,637,1.0,6429,0.8202
9.63,4.63,0.507,40.3,596,24.97,117337,0.6032
2.86,4.11,0.742,40.9,748,6.82,30052,0.7415
0.88,3.77,0.723,76.1,704,1.0,8569,0.5845
5.51,3.95,0.949,74.7,468,15.51,51388,0.6744
1.69,4.1,0.526,31.7,1128,3.68,17804,0.7262
1.72,3.5,0.939,20.6,42,3.1,17584,0.7126
