demand_index,supply_ratio,hour_of_day,is_holiday,is_event,surge_multiplier
4.994,0.763,4,1,0,2.014
3.025,0.566,12,0,0,1.665
1.618,0.549,18,0,0,1.719
4.308,0.102,21,0,0,2.116
3.684,0.981,11,0,0,1.499
3.08,0.849,17,0,0,1.628
4.541,0.971,5,0,0,1.752
2.227,0.319,5,0,0,1.655
1.277,0.643,16,0,0,1.317
4.835,0.772,15,0,0,1.642
4.301,0.823,11,0,0,1.573
4.56,0.804,4,0,0,1.773
4.591,0.615,13,0,0,1.634
1.913,0.128,15,0,0,1.885
4.304,0.995,4,0,0,1.487
4.446,0.203,7,0,0,1.956
2.738,0.263,6,0,0,1.721
3.126,0.842,12,0,0,1.548
2.887,0.191,2,0,0,1.834
0.08,0.292,13,0,0,1.0
2.678,0.118,16,1,0,2.384
0.189,0.241,6,1,0,1.35
2.255,0.693,8,0,0,1.554
0.228,0.424,9,0,0,1.214
2.277,0.222,9,0,0,1.811
1.524,0.338,22,0,0,1.51
3.87,0.778,12,0,0,1.594
2.396,0.601,9,0,0,1.619
2.56,0.528,22,0,0,1.581
4.518,0.142,5,0,0,2.104
2.411,0.561,20,0,0,1.463
0.782,0.533,13,0,0,1.116
0.563,0.499,4,1,0,1.675
1.529,0.539,12,0,0,1.332
1.327,0.167,7,0,0,1.621
4.092,0.94,8,0,0,1.662
3.794,0.376,19,0,0,1.973
0.293,0.687,9,0,0,1.379
1.005,0.423,0,0,0,1.246
2.244,0.395,4,1,0,1.678
0.436,0.752,19,0,0,1.366
0.831,0.477,3,0,1,1.85
4.542,0.654,0,0,0,1.729
2.706,0.347,18,1,0,2.245
3.983,0.339,18,0,0,1.97
1.653,0.279,23,0,0,1.479
1.874,0.371,21,0,0,1.485
4.292,0.158,21,0,0,1.959
3.286,0.17,14,0,0,1.796
3.392,0.868,10,0,0,1.583
3.195,0.352,21,0,0,1.788
2.706,0.584,23,0,0,1.375
4.956,0.547,4,0,0,1.656
4.471,0.671,2,0,0,1.813
3.555,0.683,16,0,0,1.66
3.391,0.43,15,1,0,1.968
0.421,0.22,7,0,0,1.622
2.426,0.26,19,0,0,2.056
2.48,0.423,2,0,0,1.581
0.26,0.604,11,0,0,1.0
3.778,0.653,7,0,0,1.857
0.01,0.939,14,0,0,1.094
2.126,0.375,10,0,0,1.462
4.516,0.198,12,0,0,1.962
1.702,0.584,22,0,0,1.327
2.913,0.16,7,0,0,1.905
1.54,0.249,12,0,0,1.603
0.895,0.599,15,1,0,1.716
3.65,0.932,17,0,0,1.707
1.023,0.276,15,0,0,1.474
0.361,0.426,12,0,0,1.048
2.176,0.499,13,0,0,1.562
3.544,0.958,7,0,0,1.606
2.9,0.762,19,0,0,1.59
1.222,0.399,1,0,0,1.503
4.089,0.344,19,0,0,1.837
0.485,0.567,7,0,0,1.362
3.352,0.443,5,0,0,1.523
3.033,0.655,12,0,1,1.985
4.495,0.581,2,0,0,1.426
2.635,0.13,6,0,0,1.949
4.095,0.167,5,0,0,1.994
1.076,0.221,4,0,0,1.738
2.727,0.686,15,0,0,1.502
2.663,0.98,21,0,0,1.302
1.477,0.507,2,1,0,1.804
0.025,0.234,4,0,0,1.127
3.721,0.649,2,0,0,1.699
1.983,0.663,14,0,0,1.216
1.5,0.78,1,0,0,1.249
0.97,0.739,14,0,0,1.159
4.259,0.719,12,0,1,2.23
1.669,0.752,1,0,0,1.429
1.02,0.837,17,0,0,1.55
2.617,0.906,9,0,1,1.997
3.909,0.103,3,0,0,2.085
3.012,0.7,1,0,0,1.334
4.801,0.947,19,0,0,1.628
4.784,0.782,13,1,0,1.898
4.512,0.173,2,0,1,2.495
2.826,0.763,11,0,0,1.501
3.841,0.327,4,0,0,1.69
1.443,0.266,1,0,0,1.592
2.877,0.283,13,0,1,2.215
0.332,0.975,22,0,0,1.244
1.317,0.693,4,1,1,2.074
1.627,0.98,6,0,0,1.108
1.806,0.862,14,0,0,1.398
0.805,0.932,18,1,1,2.219
0.416,0.599,21,0,0,1.067
2.892,0.414,18,1,0,2.084
2.457,0.765,16,0,0,1.448
2.923,0.116,15,0,0,1.917
0.647,0.679,7,0,0,1.287
4.738,0.961,12,0,0,1.512
2.067,0.861,20,0,0,1.453
2.247,0.271,10,0,0,1.623
2.735,0.215,0,0,0,1.794
3.451,0.844,17,0,0,1.667
1.924,0.148,23,0,0,1.65
0.716,0.996,6,1,0,1.451
3.916,0.521,19,0,0,1.793
1.303,0.935,2,0,0,1.336
2.214,0.83,19,0,0,1.711
3.162,0.728,20,0,0,1.588
4.827,0.285,15,0,0,1.783
0.168,0.177,3,0,0,1.076
2.594,0.69,12,0,1,1.813
4.681,0.271,0,0,0,1.879
1.276,0.846,0,0,0,1.203
0.561,0.16,11,0,0,1.326
2.984,0.571,12,0,0,1.74
0.761,0.48,6,0,0,1.33
4.394,0.932,2,0,0,1.554
3.616,0.909,3,0,0,1.508
0.605,0.748,0,0,0,1.338
2.887,0.78,17,0,0,1.645
0.136,0.736,4,0,0,1.112
4.226,0.707,19,0,0,1.869
1.027,0.997,10,0,0,1.397
3.659,0.762,2,0,0,1.524
0.532,0.951,17,0,0,1.456
2.362,0.494,16,0,0,1.339
4.646,0.998,13,1,0,2.029
0.372,0.653,0,0,0,1.176
1.477,0.914,16,0,0,1.362
3.913,0.182,6,0,0,1.791
2.317,0.649,15,0,0,1.317
3.252,0.994,0,0,0,1.369
4.06,0.16,14,0,0,1.966
3.92,0.952,1,0,0,1.462
1.977,0.231,1,0,0,1.625
2.153,0.997,23,0,0,1.323
2.856,0.36,4,0,0,1.416
0.614,0.814,3,0,0,1.21
4.348,0.125,2,1,0,2.334
0.467,0.358,7,1,0,1.841
0.924,0.643,13,0,0,1.217
4.724,0.305,5,0,0,1.795
1.409,0.785,22,0,0,1.322
1.221,0.708,10,1,1,2.166
2.127,0.992,4,0,1,1.957
3.621,0.626,4,0,0,1.566
1.831,0.791,13,0,0,1.4
4.374,0.167,23,0,0,1.977
0.747,0.139,16,0,1,2.009
0.59,0.623,18,0,0,1.205
0.387,0.987,10,0,0,1.119
1.492,0.342,6,0,0,1.406
0.998,0.102,12,0,0,1.776
2.307,0.407,18,0,0,1.676
4.979,0.765,17,0,0,1.745
4.343,0.822,15,0,0,1.466
4.475,0.803,11,0,0,1.615
4.154,0.173,14,0,0,1.92
1.359,0.794,0,0,0,1.354
1.132,0.173,10,0,1,1.824
3.661,0.988,6,0,0,1.662
2.995,0.433,15,0,0,1.513
1.031,0.724,8,0,0,1.54
4.837,0.536,19,0,0,1.936
2.121,0.317,8,0,0,1.875
4.072,0.65,11,0,0,1.509
0.369,0.114,18,0,0,1.58
0.176,0.555,13,0,0,1.121
2.279,0.135,11,0,0,1.845
0.597,0.611,23,0,0,1.111
4.896,0.512,8,0,0,1.96
4.06,0.905,20,0,0,1.736
2.27,0.969,11,0,0,1.318
4.898,0.686,12,0,0,1.674
1.191,0.267,4,0,0,1.523
3.395,0.571,4,0,0,1.54
0.088,0.101,8,0,0,1.455
1.861,0.791,18,0,0,1.64
0.397,0.137,19,0,0,1.537
1.837,0.827,5,0,0,1.492
1.903,0.338,7,0,0,1.761
1.876,0.325,17,1,0,2.174
2.072,0.181,12,0,0,1.777
3.084,0.717,15,0,0,1.501
0.947,0.429,19,0,0,1.544
1.172,0.181,4,0,0,1.657
3.227,0.389,21,0,0,1.552
2.331,0.93,10,0,0,1.411
0.81,0.131,16,0,0,1.703
3.936,0.702,21,0,0,1.614
4.654,0.551,9,0,0,1.694
2.327,0.638,6,1,0,1.619
3.07,0.452,10,0,0,1.612
4.077,0.533,7,0,0,1.763
4.819,0.783,18,0,0,1.876
4.846,0.535,4,0,0,1.64
4.614,0.439,15,0,0,1.782
4.08,0.348,0,0,0,1.949
2.129,0.505,22,0,0,1.493
3.348,0.618,18,0,0,1.652
3.817,0.437,21,0,0,1.716
0.46,0.911,9,0,0,1.35
0.582,0.996,13,0,0,1.162
3.527,0.284,16,0,0,1.906
3.335,0.68,12,0,0,1.41
4.019,0.286,15,0,0,1.904
0.923,0.587,18,0,0,1.42
4.683,0.454,11,0,0,1.86
1.192,0.321,15,0,0,1.246
0.675,0.408,16,0,0,1.512
1.622,0.211,14,0,0,1.609
4.043,0.172,6,0,0,1.823
0.141,0.505,18,0,0,1.363
1.134,0.834,20,0,0,1.307
4.778,0.715,4,0,0,1.654
0.085,0.636,14,0,0,1.13
1.391,0.478,14,0,0,1.408
1.629,0.522,0,1,0,1.691
4.62,0.119,14,0,0,1.965
4.256,0.946,2,0,0,1.497
2.3,0.38,19,0,0,1.728
1.588,0.923,19,0,1,1.997
4.722,0.745,14,0,0,1.606
0.942,0.606,23,0,0,1.452
2.384,0.501,7,0,1,2.146
2.092,0.391,19,0,0,1.734
4.676,0.674,9,1,0,2.074
3.779,0.973,13,0,0,1.333
2.317,0.824,2,0,0,1.69
3.035,0.452,8,0,0,1.714
4.538,0.534,23,0,0,1.707
4.156,0.522,19,0,0,2.023
3.077,0.334,9,0,0,1.766
4.577,0.863,20,0,0,1.637
1.901,0.724,1,0,0,1.23
3.666,0.638,22,0,0,1.489
0.081,0.49,17,0,0,1.301
2.915,0.315,0,0,0,1.662
0.685,0.676,10,0,0,1.353
2.622,0.313,4,0,0,1.676
1.233,0.108,23,0,0,1.784
1.903,0.16,3,0,0,1.681
3.961,0.725,0,0,0,1.453
0.293,0.44,3,0,0,1.035
2.687,0.286,23,0,0,1.6
0.724,0.314,22,0,0,1.283
2.866,0.545,21,0,0,1.661
3.168,0.915,21,0,0,1.487
0.91,0.342,0,0,0,1.255
0.03,0.69,14,0,0,1.0
0.427,0.843,18,0,0,1.319
3.448,0.54,1,1,0,2.189
1.9,0.124,22,0,0,1.816
1.864,0.817,13,0,0,1.399
3.459,0.891,21,0,0,1.374
2.486,0.128,2,0,0,1.956
3.185,0.205,3,0,0,1.967
4.597,0.178,0,0,0,1.955
2.534,0.299,10,0,0,1.727
3.19,0.546,19,0,0,1.83
3.199,0.13,17,0,0,2.158
2.673,0.252,20,0,0,1.854
3.322,0.467,15,0,0,1.543
4.172,0.67,14,1,0,1.802
4.039,0.919,16,0,0,1.504
0.286,0.847,21,0,0,1.049
4.759,0.149,1,0,0,1.739
4.236,0.97,0,0,0,1.428
4.853,0.34,13,0,0,1.596
0.97,0.427,13,0,0,1.319
2.682,0.167,17,0,0,2.106
2.199,0.942,21,1,0,1.664
1.885,0.591,21,1,0,1.739
2.033,0.565,18,0,1,2.138
4.518,0.114,5,0,0,2.109
3.492,0.103,3,0,0,2.321
1.624,0.714,7,0,1,2.018
1.894,0.534,12,0,0,1.449
2.343,0.557,19,0,0,1.604
1.835,0.685,6,0,0,1.197
1.05,0.231,9,0,0,1.73
2.177,0.999,17,0,0,1.658
0.398,0.173,21,0,0,1.579
4.272,0.341,20,0,0,1.755
4.124,0.724,0,0,0,1.541
4.46,0.564,4,0,0,1.745
2.23,0.187,21,0,1,2.425
3.256,0.797,1,0,0,1.361
4.05,0.973,10,0,0,1.556
1.574,0.526,15,0,0,1.594
3.167,0.328,6,0,0,1.677
2.191,0.196,13,0,1,2.12
1.869,0.285,0,0,0,1.677
4.297,0.38,11,0,0,1.611
3.12,0.269,10,0,0,1.869
3.117,0.716,16,0,0,1.699
0.784,0.121,11,0,0,1.534
1.735,0.468,16,0,0,1.625
4.206,0.437,17,1,0,2.266
1.067,0.89,15,0,0,1.373
4.852,0.346,0,0,0,1.74
4.159,0.624,22,0,0,1.669
1.338,0.104,4,0,0,1.787
0.541,0.925,22,1,0,1.358
0.848,0.673,4,0,0,1.207
1.211,0.814,15,0,0,1.329
1.189,0.612,23,0,0,1.208
0.081,0.834,23,0,0,1.0
3.577,0.176,18,1,0,2.274
4.885,0.739,1,0,0,1.528
1.432,0.234,6,0,0,1.607
0.081,0.619,15,0,0,1.0
4.592,0.987,22,0,0,1.645
1.031,0.262,2,0,0,1.325
0.036,0.331,17,0,0,1.281
1.121,0.29,9,0,0,1.63
0.52,0.471,1,0,0,1.209
3.63,0.54,18,0,0,1.877
0.008,0.244,14,0,0,1.0
2.207,0.125,15,0,1,2.142
2.46,0.407,7,0,0,1.773
3.921,0.444,7,0,0,1.858
2.612,0.445,16,0,0,1.43
0.624,0.698,20,0,0,1.39
2.132,0.504,13,0,0,1.376
4.673,0.197,20,0,0,1.895
1.184,0.939,17,0,0,1.558
1.497,0.731,20,0,0,1.264
4.366,0.292,15,0,0,1.735
3.93,0.942,5,0,0,1.529
1.478,0.992,22,0,0,1.197
3.542,0.278,16,0,0,1.816
0.426,0.442,18,1,0,1.75
2.715,0.162,3,0,0,1.884
4.355,0.534,22,0,0,1.777
4.213,0.809,23,0,0,1.506
1.014,0.914,20,0,0,1.172
2.666,0.591,6,0,0,1.499
1.992,0.393,17,0,0,1.451
2.804,0.617,7,0,0,1.731
0.375,0.204,17,0,0,1.471
4.907,0.852,18,0,0,1.809
2.818,0.569,18,0,0,1.641
0.596,0.984,5,0,0,1.276
3.211,0.461,11,0,0,1.596
0.039,0.688,5,0,0,1.1
0.032,0.406,13,0,0,1.0
0.896,0.233,16,0,0,1.51
1.355,0.779,11,0,0,1.144
1.316,0.705,1,0,0,1.093
2.216,0.802,12,0,0,1.374
2.566,0.982,4,0,0,1.381
2.111,0.994,21,0,0,1.33
1.869,0.936,5,0,0,1.298
3.351,0.905,0,0,0,1.422
1.242,0.371,7,0,0,1.702
3.139,0.522,8,0,0,1.958
4.783,0.142,11,0,0,2.303
2.359,0.716,20,0,0,1.544
2.556,0.591,9,0,0,1.469
3.641,0.736,2,0,0,1.637
2.537,0.713,9,0,0,1.756
0.72,0.345,13,0,0,1.322
3.054,0.515,4,0,1,2.169
2.544,0.195,4,1,1,2.615
4.757,0.176,12,0,0,1.982
0.465,0.514,16,0,0,1.216
2.682,0.6,9,0,0,1.65
3.085,0.387,1,0,0,1.467
3.099,0.155,14,0,0,1.707
0.299,0.695,12,1,0,1.498
1.639,0.71,4,1,0,1.554
1.313,0.389,16,0,0,1.284
3.4,0.101,22,0,0,1.882
3.677,0.672,22,0,0,1.509
1.046,0.163,4,0,0,1.737
4.13,0.301,13,0,0,1.783
2.425,0.323,9,0,0,1.691
1.315,0.337,14,0,0,1.618
1.499,0.655,1,0,0,1.387
1.318,0.171,23,0,0,1.599
3.022,0.681,18,0,0,1.753
2.635,0.536,4,0,0,1.53
4.694,0.414,5,0,0,1.676
1.368,0.644,12,0,0,1.284
1.596,0.886,21,0,0,1.183
0.032,0.59,7,0,0,1.169
1.492,0.241,12,0,1,2.175
1.254,0.602,13,0,0,1.425
2.01,0.508,15,0,0,1.458
2.478,0.947,0,0,0,1.367
3.351,0.634,4,0,0,1.444
0.959,0.132,22,0,0,1.655
2.782,0.209,20,0,0,1.647
3.643,0.579,7,1,0,2.175
1.206,0.816,1,1,0,1.612
1.756,0.186,20,0,0,1.663
1.026,0.609,19,1,0,1.837
0.555,0.507,2,0,0,1.185
3.781,0.427,1,0,0,1.699
1.2,0.174,23,0,0,1.627
1.838,0.892,10,0,0,1.45
1.238,0.787,3,0,0,1.33
0.219,0.929,13,0,0,1.168
3.645,0.251,13,0,0,1.851
3.217,0.615,9,0,0,1.739
2.381,0.117,19,0,0,2.146
3.372,0.26,3,0,0,1.815
4.232,0.81,6,0,0,1.509
3.092,0.358,9,0,0,1.731
4.534,0.278,2,1,0,2.094
1.007,0.588,4,0,0,1.243
4.417,0.69,3,0,0,1.652
2.708,0.649,16,0,0,1.483
4.208,0.189,19,0,0,2.048
3.719,0.937,22,0,0,1.462
0.288,0.259,10,0,0,1.186
4.189,0.933,4,0,0,1.416
1.686,0.535,11,0,1,2.069
2.116,0.193,13,0,0,1.713
0.055,0.234,21,0,0,1.0
3.794,0.488,12,0,0,1.48
2.335,0.998,10,0,0,1.368
4.698,0.897,21,0,0,1.598
1.405,0.982,11,0,0,1.199
2.48,0.509,6,0,0,1.54
2.056,0.712,0,1,0,1.595
3.961,0.567,21,0,0,1.596
2.678,0.127,8,1,0,2.516
2.299,0.228,20,0,0,1.687
4.734,0.357,22,0,0,1.725
1.89,0.382,18,0,0,1.863
2.45,0.725,3,0,0,1.46
2.771,0.749,3,0,0,1.411
0.269,0.505,10,0,0,1.04
2.633,0.441,5,0,0,1.462
1.679,0.259,18,0,0,1.836
3.251,0.137,18,1,0,2.519
3.218,0.627,20,0,0,1.54
3.556,0.413,10,1,0,1.952
1.996,0.529,17,0,0,1.723
0.524,0.911,16,0,0,1.0
2.196,0.701,13,0,0,1.43
2.761,0.801,17,0,0,1.647
0.124,0.262,13,0,0,1.154
2.737,0.101,12,0,0,2.02
1.996,0.222,8,1,1,2.638
2.392,0.791,18,0,0,1.8
1.517,0.499,10,0,0,1.306
2.461,0.293,18,0,0,1.816
4.409,0.966,16,1,0,1.898
3.939,0.538,15,0,0,1.567
3.08,0.432,17,0,0,1.834
3.133,0.979,14,0,0,1.375
4.477,0.22,21,0,0,1.866
2.398,0.64,13,0,0,1.334
2.697,0.774,14,0,0,1.523
4.301,0.947,17,0,0,1.789
3.774,0.851,11,0,0,1.583
2.165,0.36,9,0,0,1.734
1.526,0.334,7,0,0,1.741
2.589,0.188,21,0,0,1.993
0.603,0.251,17,1,0,1.888
3.402,0.757,21,0,0,1.392
2.322,0.36,13,0,0,1.51
2.975,0.498,17,0,0,1.688
4.231,0.721,0,0,0,1.707
1.782,0.698,15,0,0,1.417
2.486,0.814,4,0,0,1.26
2.778,0.152,20,0,0,1.999
1.401,0.615,7,1,0,1.909
1.374,0.903,19,0,0,1.493
2.631,0.436,1,0,0,1.731
1.286,0.272,22,0,0,1.491
4.306,0.162,18,0,0,2.314
4.974,0.946,2,0,0,1.327
1.054,0.103,7,0,0,1.826
2.876,0.813,2,0,0,1.53
0.727,0.338,17,0,0,1.706
0.928,0.318,7,0,0,1.481
3.83,0.242,17,1,0,2.294
0.998,0.274,23,0,0,1.469
3.745,0.563,4,0,0,1.512
2.02,0.888,9,0,0,1.527
2.397,0.431,10,0,0,1.717
1.297,0.771,3,0,1,1.69
2.745,0.322,9,0,0,1.844
1.658,0.914,4,0,0,1.336
0.873,0.923,11,0,0,1.245
0.695,0.197,9,0,0,1.555
4.998,0.855,11,0,0,1.556
1.728,0.732,4,0,0,1.332
4.025,0.454,10,0,0,1.711
1.707,0.851,0,0,0,1.21
3.115,0.913,4,0,0,1.57
4.206,0.547,22,0,0,1.67
3.48,0.558,23,0,0,1.696
0.345,0.734,23,0,0,1.057
0.964,0.32,13,0,0,1.288
4.368,0.169,1,0,0,1.875
2.356,0.576,9,0,0,1.754
2.992,0.388,0,0,0,1.598
0.122,0.211,12,0,0,1.0
2.437,0.226,3,1,0,2.046
2.154,0.292,2,0,0,1.597
3.431,0.404,11,0,0,1.639
1.372,0.493,11,0,0,1.224
3.719,0.961,15,0,0,1.322
3.354,0.537,13,0,0,1.535
2.549,0.922,7,0,0,1.503
1.878,0.592,21,0,0,1.368
1.51,0.242,12,1,0,1.966
2.675,0.859,15,0,0,1.315
2.884,0.115,14,0,0,1.864
2.241,0.607,13,0,0,1.407
1.603,0.408,4,0,0,1.377
4.4,0.494,5,0,0,1.661
1.551,0.818,21,0,0,1.419
3.361,0.105,16,0,0,1.994
4.524,0.264,8,0,0,2.085
3.234,0.831,17,0,1,1.941
1.83,0.591,11,0,0,1.427
1.486,0.332,12,0,0,1.65
4.267,0.548,16,0,0,1.657
2.45,0.463,6,0,1,2.059
2.967,0.792,20,0,0,1.493
2.981,0.781,21,0,0,1.625
2.669,0.517,19,0,0,1.876
4.657,0.348,7,0,0,1.889
4.655,0.111,22,0,0,2.223
0.202,0.525,0,0,1,1.734
2.528,0.633,11,0,0,1.308
2.828,0.645,21,0,0,1.504
4.628,0.881,18,0,0,1.8
0.348,0.521,7,0,0,1.071
3.945,0.748,11,1,1,2.279
3.212,0.214,5,0,0,1.747
3.662,0.788,21,0,0,1.452
1.459,0.501,20,0,1,2.009
3.733,0.725,23,0,0,1.536
1.413,0.852,5,0,0,1.333
3.378,0.329,6,0,0,1.728
3.935,0.7,8,0,1,2.51
3.917,0.211,11,0,0,1.979
2.722,0.2,5,0,0,1.789
2.068,0.355,5,0,0,1.543
1.218,0.218,8,0,0,1.685
0.167,0.508,21,0,0,1.0
0.244,0.881,6,0,0,1.0
2.093,0.167,3,0,0,1.864
0.475,0.427,20,0,0,1.131
0.56,0.287,23,0,0,1.382
0.974,0.513,12,0,0,1.265
2.407,0.671,9,0,0,1.578
2.959,0.868,9,0,0,1.609
3.471,0.121,20,0,0,2.173
2.431,0.611,3,0,0,1.781
3.324,0.721,23,0,0,1.477
4.311,0.221,20,0,0,1.847
1.871,0.944,17,0,0,1.621
3.441,0.173,23,0,0,1.911
3.293,0.388,7,0,0,1.803
3.182,0.315,22,0,0,1.763
2.917,0.161,14,0,1,2.445
3.631,0.73,8,0,0,1.709
4.093,0.56,3,0,0,1.609
1.961,0.484,6,0,0,1.652
3.274,0.279,0,0,0,1.671
1.243,0.499,16,0,0,1.317
3.78,0.911,2,0,0,1.443
4.402,0.42,21,0,0,1.896
3.807,0.558,23,0,0,1.415
2.455,0.936,20,0,0,1.466
0.667,0.722,18,1,0,1.691
4.366,0.138,17,0,1,2.907
4.073,0.399,14,0,0,1.754
3.49,0.979,9,0,0,1.438
4.257,0.879,14,0,0,1.688
2.665,0.894,23,1,0,1.688
4.954,0.941,6,0,0,1.344
4.185,0.67,5,0,0,1.55
0.818,0.802,13,0,0,1.213
2.011,0.688,17,0,0,1.502
0.851,0.576,17,0,0,1.316
1.121,0.568,5,0,0,1.353
2.505,0.112,12,0,0,1.797
1.807,0.309,10,1,0,1.767
4.549,0.126,8,0,0,2.397
0.001,0.505,11,0,0,1.0
0.052,0.749,18,0,0,1.098
4.602,0.944,18,0,0,1.639
1.195,0.112,20,0,0,1.752
0.012,0.542,15,0,0,1.049
2.188,0.73,2,0,0,1.479
0.978,0.7,6,0,0,1.34
0.267,0.778,21,0,0,1.121
2.652,0.861,9,0,0,1.68
0.701,0.923,18,0,0,1.321
4.184,0.262,5,0,0,1.727
1.511,0.96,8,0,0,1.618
1.108,0.825,17,0,0,1.541
3.699,0.91,11,0,0,1.456
4.243,0.409,4,0,0,1.656
0.466,0.999,4,0,1,1.842
0.758,0.111,5,0,0,1.504
2.373,0.884,17,0,0,1.612
2.951,0.711,5,0,0,1.421
0.416,0.224,0,1,0,1.566
1.875,0.848,10,0,0,1.273
4.488,0.814,15,1,0,1.643
4.38,0.586,6,0,0,1.676
1.556,0.67,16,0,0,1.423
1.137,0.215,17,0,0,1.674
2.914,0.512,3,0,0,1.826
0.481,0.136,4,0,0,1.466
1.167,0.62,0,0,0,1.331
0.834,0.507,0,0,0,1.327
1.039,0.177,4,0,0,1.505
1.074,0.471,21,0,0,1.254
3.137,0.494,18,0,0,1.717
2.441,0.764,12,0,0,1.373
4.311,0.148,4,0,0,2.059
3.678,0.653,17,0,0,1.726
2.494,0.562,23,0,0,1.566
1.537,0.347,2,0,0,1.374
4.16,0.77,2,0,0,1.489
0.398,0.607,8,0,0,1.278
3.405,0.568,19,1,0,1.697
0.565,0.957,13,0,0,1.092
2.664,0.833,2,0,0,1.324
4.508,0.286,20,0,0,1.882
1.19,0.449,21,0,0,1.457
0.393,0.697,13,0,0,1.0
1.697,0.595,16,0,0,1.376
2.391,0.488,22,0,0,1.4
3.624,0.983,3,1,0,1.793
0.149,0.249,17,0,1,1.767
0.654,0.405,15,0,0,1.231
2.054,0.457,1,0,0,1.484
0.475,0.162,1,0,0,1.427
4.779,0.521,11,0,0,1.696
2.555,0.572,15,0,0,1.545
1.885,0.338,9,0,0,1.829
4.899,0.966,23,0,0,1.525
3.23,0.582,1,0,1,1.956
2.579,0.624,15,0,0,1.327
1.206,0.904,3,0,0,1.176
1.265,0.347,9,0,0,1.677
1.811,0.671,16,0,0,1.251
3.754,0.504,3,0,0,1.742
4.08,0.434,21,0,0,1.591
0.96,0.44,5,0,0,1.332
4.087,0.122,2,0,0,2.188
1.655,0.839,8,0,0,1.506
1.001,0.627,4,0,0,1.174
0.974,0.939,8,0,0,1.161
2.317,0.861,12,1,0,1.73
3.836,0.986,1,0,0,1.505
2.854,0.13,2,0,0,1.975
2.323,0.684,6,0,0,1.452
0.09,0.959,20,0,0,1.0
2.818,0.792,11,0,0,1.374
3.374,0.386,17,0,0,1.88
0.49,0.201,8,0,0,1.659
4.781,0.701,12,0,0,1.317
0.458,0.693,10,0,0,1.244
3.453,0.363,12,0,0,1.669
2.623,0.825,7,0,0,1.61
4.421,0.669,20,0,0,1.674
2.07,0.473,14,1,0,1.782
2.543,0.519,13,0,0,1.55
2.765,0.323,16,0,0,1.506
4.374,0.585,12,0,0,1.609
3.998,0.552,10,0,0,1.679
1.401,0.949,9,1,0,1.731
4.776,0.558,16,0,0,1.639
3.765,0.8,11,0,0,1.536
0.06,0.653,22,0,0,1.069
0.919,0.303,1,0,0,1.563
4.279,0.145,0,0,0,2.051
3.229,0.732,14,0,0,1.638
1.291,0.822,18,0,0,1.471
0.857,0.887,17,0,0,1.164
0.734,0.715,2,0,1,1.667
1.591,0.491,8,0,0,1.548
4.493,0.543,21,0,0,1.657
1.76,0.784,12,0,0,1.318
3.304,0.26,10,0,0,1.801
0.558,0.507,18,0,0,1.352
2.657,0.149,21,1,0,2.185
1.714,0.195,15,1,0,2.008
0.803,0.308,18,0,0,1.582
3.989,0.667,7,0,0,1.633
4.078,0.928,11,0,0,1.592
1.531,0.428,20,0,0,1.513
3.269,0.55,1,0,0,1.557
1.97,0.613,4,0,0,1.247
0.222,0.356,13,0,0,1.173
2.139,0.721,15,0,0,1.358
2.879,0.291,18,0,0,1.852
1.495,0.27,1,0,0,1.546
4.744,0.285,9,0,0,2.197
2.79,0.531,9,1,0,2.06
1.857,0.325,7,0,1,2.252
3.675,0.49,11,0,0,1.585
1.705,0.439,18,0,0,1.673
0.124,0.848,9,0,0,1.24
0.041,0.297,3,1,0,1.398
1.51,0.375,6,1,0,1.725
0.78,0.957,6,0,0,1.096
1.762,0.32,14,0,0,1.51
3.848,0.817,17,0,0,1.711
1.545,0.227,12,0,0,1.603
2.798,0.628,0,0,0,1.504
4.598,0.183,2,0,0,1.865
3.491,0.469,1,1,0,1.926
2.809,0.96,7,0,0,1.676
4.335,0.678,10,0,0,1.724
1.653,0.287,20,0,0,1.663
0.989,0.828,13,0,0,1.228
3.736,0.689,22,0,0,1.538
0.294,0.935,11,0,0,1.206
2.121,0.306,0,0,0,1.602
1.435,0.209,5,0,0,1.693
4.857,0.671,3,0,0,1.626
1.885,0.922,16,0,0,1.092
3.317,0.8,17,0,0,1.755
1.342,0.47,16,0,0,1.497
4.916,0.489,9,0,0,1.883
0.902,0.399,4,0,0,1.234
4.534,0.926,4,0,0,1.682
2.227,0.83,19,0,0,1.574
2.136,0.341,0,0,0,1.553
3.506,0.389,0,0,0,1.729
0.467,0.766,15,0,0,1.415
2.733,0.482,13,0,0,1.613
1.1,0.649,22,0,0,1.312
0.786,0.24,9,0,0,1.633
4.387,0.844,6,0,0,1.71
4.986,0.601,19,0,0,1.917
4.856,0.843,19,0,0,1.857
4.106,0.743,8,0,0,1.79
4.6,0.486,10,0,0,1.752
4.621,0.713,5,1,0,1.872
0.882,0.154,10,0,0,1.573
0.428,0.493,13,0,0,1.116
0.634,0.492,17,0,1,1.894
0.813,0.479,0,0,0,1.343
4.112,0.206,21,0,0,1.829
4.706,0.538,11,1,0,1.991
1.759,0.786,0,0,0,1.313
0.172,0.391,2,0,0,1.0
1.537,0.837,5,1,1,2.133
3.531,0.627,12,0,0,1.641
4.715,0.752,4,0,0,1.46
2.248,0.908,8,0,0,1.632
1.68,0.534,15,0,0,1.311
3.266,0.86,5,0,0,1.603
